nSeq	I1	I2	O1	O2	A1	A2	A3	A4	A5	A6
7	0	0	1	0	513	532	0	639	39	4
8	0	0	1	0	516	524	0	221	39	4
9	0	0	1	0	504	539	0	912	39	4
10	0	0	1	0	510	519	0	261	38	4
11	0	0	1	0	505	534	0	546	39	4
12	0	0	1	0	517	520	0	240	39	4
13	0	0	1	0	509	528	0	602	39	4
14	0	0	1	0	522	536	0	294	38	4
15	0	0	1	0	506	542	0	651	39	4
0	0	0	1	0	516	544	0	313	39	4
1	0	0	1	0	504	549	0	585	39	4
2	0	0	1	0	516	561	0	321	38	4
3	0	0	1	0	503	530	0	573	39	4
4	0	0	1	0	519	514	0	336	39	4
5	0	0	1	0	508	521	0	727	39	4
6	0	0	1	0	517	467	0	366	38	4
7	0	0	1	0	503	496	0	752	39	4
8	0	0	1	0	514	462	0	378	39	4
9	0	0	1	0	511	508	0	634	39	4
10	0	0	1	0	514	487	0	376	38	4
11	0	0	1	0	504	496	0	719	39	4
12	0	0	1	0	516	484	0	384	39	4
13	0	0	1	0	501	492	0	659	39	4
14	0	0	1	0	526	496	0	394	38	4
15	0	0	1	0	510	500	0	604	39	4
0	0	0	1	0	516	494	0	396	39	4
1	0	0	1	0	504	515	0	589	39	4
2	0	0	1	0	523	500	0	407	38	4
3	0	0	1	0	511	497	0	716	39	4
4	0	0	1	0	526	509	0	422	39	4
5	0	0	1	0	511	510	0	604	39	4
6	0	0	1	0	529	500	0	419	38	4
7	0	0	1	0	512	510	0	1018	38	4
8	0	0	1	0	517	513	0	451	39	4
9	0	0	1	0	507	508	0	688	39	4
10	0	0	1	0	521	500	0	411	38	4
11	0	0	1	0	511	518	0	675	39	4
12	0	0	1	0	519	514	0	412	39	4
13	0	0	1	0	504	514	0	673	39	4
14	0	0	1	0	520	510	0	414	38	4
15	0	0	1	0	509	510	0	1018	39	4
0	0	0	1	0	521	508	0	447	39	4
1	0	0	1	0	502	531	0	798	39	4
2	0	0	1	0	523	519	0	397	38	4
3	0	0	1	0	509	519	0	615	39	4
4	0	0	1	0	523	539	0	386	39	4
5	0	0	1	0	503	541	0	620	39	4
6	0	0	1	0	515	527	0	384	38	4
7	0	0	1	0	512	500	0	803	39	4
8	0	0	1	0	517	511	0	401	39	4
9	0	0	1	0	510	552	0	858	39	4
10	0	0	1	0	524	491	0	402	38	4
11	0	0	1	0	503	524	0	911	39	4
12	0	0	1	0	513	531	0	400	39	4
13	0	0	1	0	511	496	0	909	39	4
14	0	0	1	0	516	498	0	379	38	4
15	0	0	1	0	511	545	0	1018	39	4
0	0	0	1	0	524	633	0	392	39	4
1	0	0	1	0	505	570	0	696	39	4
2	0	0	1	0	518	436	0	327	38	4
3	0	0	1	0	513	462	0	578	39	4
4	0	0	1	0	520	496	0	330	39	4
5	0	0	1	0	503	510	0	601	39	4
6	0	0	1	0	518	543	0	340	38	4
7	0	0	1	0	510	512	0	722	39	4
8	0	0	1	0	523	527	0	363	39	4
9	0	0	1	0	513	541	0	589	39	4
10	0	0	1	0	519	526	0	352	38	4
11	0	0	1	0	506	513	0	793	39	4
12	0	0	1	0	512	524	0	380	39	4
13	0	0	1	0	507	541	0	708	39	4
14	0	0	1	0	517	517	0	371	38	4
15	0	0	1	0	505	532	0	560	39	4
0	0	0	1	0	525	532	0	361	39	4
1	0	0	1	0	511	529	0	743	39	4
2	0	0	1	0	527	542	0	390	38	4
3	0	0	1	0	508	540	0	1018	39	4
4	0	0	1	0	517	540	0	409	39	4
5	0	0	1	0	503	546	0	766	39	4
6	0	0	1	0	519	547	0	370	38	4
7	0	0	1	0	508	530	0	660	39	4
8	0	0	1	0	516	526	0	355	39	4
9	0	0	1	0	512	521	0	827	39	4
10	0	0	1	0	523	500	0	370	38	4
11	0	0	1	0	505	505	0	914	39	4
12	0	0	1	0	517	496	0	366	39	4
13	0	0	1	0	499	469	0	789	39	4
14	0	0	1	0	517	483	0	350	38	4
15	0	0	1	0	511	486	0	842	39	4
0	0	0	1	0	521	487	0	367	39	4
1	0	0	1	0	506	481	0	746	39	4
2	0	0	1	0	525	483	0	344	38	4
3	0	0	1	0	505	502	0	625	39	4
4	0	0	1	0	515	500	0	332	39	4
5	0	0	1	0	508	526	0	755	39	4
6	0	0	1	0	520	475	0	348	38	4
7	0	0	1	0	508	502	0	957	39	4
8	0	0	1	0	516	499	0	366	39	4
9	0	0	1	0	507	544	0	622	39	4
10	0	0	1	0	523	507	0	337	38	4
11	0	0	1	0	505	511	0	918	39	4
12	0	0	1	0	519	507	0	356	39	4
13	0	0	1	0	507	509	0	1018	38	4
14	0	0	1	0	520	513	0	361	38	4
15	0	0	1	0	503	520	0	755	39	4
0	0	0	1	0	519	507	0	312	39	4
1	0	0	1	0	510	520	0	640	39	4
2	0	0	1	0	520	523	0	304	38	4
3	0	0	1	0	501	498	0	846	39	4
4	0	0	1	0	513	518	0	331	39	4
5	0	0	1	0	504	521	0	738	39	4
6	0	0	1	0	513	497	0	318	38	4
7	0	0	1	0	506	532	0	900	39	4
8	0	0	1	0	523	516	0	329	39	4
9	0	0	1	0	508	511	0	844	39	4
10	0	0	1	0	518	522	0	316	38	4
11	0	0	1	0	507	526	0	923	39	4
12	0	0	1	0	523	511	0	316	39	4
13	0	0	1	0	509	501	0	889	39	4
14	0	0	1	0	518	502	0	312	38	4
15	0	0	1	0	508	505	0	1018	39	4
0	0	0	1	0	519	496	0	330	39	4
1	0	0	1	0	509	531	0	645	39	4
2	0	0	1	0	524	508	0	260	38	4
3	0	0	1	0	502	549	0	948	39	4
4	0	0	1	0	514	579	0	286	39	4
5	0	0	1	0	503	598	0	686	39	4
6	0	0	1	0	521	415	0	273	38	4
7	0	0	1	0	509	467	0	911	38	4
8	0	0	1	0	521	477	0	296	39	4
9	0	0	1	0	511	501	0	1018	39	4
10	0	0	1	0	520	521	0	322	38	4
11	0	0	1	0	511	504	0	713	39	4
12	0	0	1	0	519	490	0	249	39	4
13	0	0	1	0	511	539	0	788	39	4
14	0	0	1	0	519	513	0	263	38	4
15	0	0	1	0	515	516	0	505	39	4
0	0	0	1	0	522	517	0	245	39	4
1	0	0	1	0	504	537	0	1018	38	4
2	0	0	1	0	523	512	0	340	39	4
3	0	0	1	0	504	498	0	627	38	4
4	0	0	1	0	525	534	0	227	39	4
5	0	0	1	0	508	540	0	855	39	4
6	0	0	1	0	520	511	0	256	38	4
7	0	0	1	0	509	543	0	531	39	4
8	0	0	1	0	525	544	0	243	39	4
9	0	0	1	0	500	532	0	790	39	4
10	0	0	1	0	519	545	0	288	38	4
11	0	0	1	0	507	536	0	886	39	4
12	0	0	1	0	517	517	0	300	39	4
13	0	0	1	0	510	530	0	784	39	4
14	0	0	1	0	520	495	0	291	38	4
15	0	0	1	0	500	498	0	1018	39	4
0	0	0	1	0	520	494	0	313	39	4
1	0	0	1	0	504	492	0	1018	39	4
2	0	0	1	0	523	486	0	304	38	4
3	0	0	1	0	507	484	0	1018	39	4
4	0	0	1	0	518	483	0	247	39	4
5	0	0	1	0	503	505	0	1018	39	4
6	0	0	1	0	515	493	0	231	38	4
7	0	0	1	0	507	500	0	1018	39	4
8	0	0	1	0	512	510	0	230	39	4
9	0	0	1	0	502	505	0	911	38	4
10	0	0	1	0	516	496	0	151	38	4
11	0	0	1	0	508	536	0	1018	39	4
12	0	0	1	0	525	506	0	183	39	4
13	0	0	1	0	514	504	0	1018	39	4
14	0	0	1	0	519	507	0	143	38	4
15	0	0	1	0	508	506	0	1018	38	4
0	0	0	1	0	528	500	0	136	39	4
1	0	0	1	0	503	513	0	1018	38	4
2	0	0	1	0	523	502	0	153	38	4
3	0	0	1	0	504	513	0	1018	39	4
4	0	0	1	0	516	529	0	163	39	4
5	0	0	1	0	502	517	0	1018	39	4
6	0	0	1	0	517	516	0	145	38	4
7	0	0	1	0	504	517	0	996	39	4
8	0	0	1	0	521	500	0	65	39	4
9	0	0	1	0	513	511	0	1018	38	4
10	0	0	1	0	518	523	0	114	38	4
11	0	0	1	0	502	523	0	1018	38	4
12	0	0	1	0	521	521	0	131	39	4
13	0	0	1	0	512	520	0	1018	38	4
14	0	0	1	0	527	507	0	72	38	4
15	0	0	1	0	504	512	0	1018	39	4
0	0	0	1	0	526	500	0	102	39	4
1	0	0	1	0	506	496	0	1018	39	4
2	0	0	1	0	530	529	0	65	38	4
3	0	0	1	0	507	508	0	1018	39	4
4	0	0	1	0	520	517	0	1	39	4
5	0	0	1	0	502	491	0	836	38	4
6	0	0	1	0	515	505	0	0	38	4
7	0	0	1	0	507	485	0	1018	39	4
8	0	0	1	0	523	565	0	29	39	4
9	0	0	1	0	507	632	0	708	39	4
10	0	0	1	0	527	515	0	0	38	4
11	0	0	1	0	510	440	0	1018	38	4
12	0	0	1	0	525	466	0	48	39	4
13	0	0	1	0	514	516	0	1018	39	4
14	0	0	1	0	524	505	0	135	38	4
15	0	0	1	0	510	503	0	1018	39	4
0	0	0	1	0	520	507	0	30	39	4
1	0	0	1	0	509	518	0	714	39	4
2	0	0	1	0	514	494	0	3	38	4
3	0	0	1	0	510	516	0	1018	39	4
4	0	0	1	0	517	522	0	99	39	4
5	0	0	1	0	510	521	0	1018	38	4
6	0	0	1	0	524	502	0	55	38	4
7	0	0	1	0	501	518	0	849	39	4
8	0	0	1	0	526	525	0	40	39	4
9	0	0	1	0	504	534	0	1018	38	4
10	0	0	1	0	519	534	0	85	38	4
11	0	0	1	0	498	530	0	1018	39	4
12	0	0	1	0	516	513	0	109	39	4
13	0	0	1	0	511	526	0	1018	39	4
14	0	0	1	0	517	556	0	47	38	4
15	0	0	1	0	520	524	0	819	39	4
0	0	0	1	0	523	525	0	30	39	4
1	0	0	1	0	511	538	0	856	39	4
2	0	0	1	0	518	528	0	61	38	4
3	0	0	1	0	502	518	0	1018	39	4
4	0	0	1	0	515	518	0	111	39	4
5	0	0	1	0	507	463	0	875	39	4
6	0	0	1	0	524	481	0	96	38	4
7	0	0	1	0	505	481	0	724	39	4
8	0	0	1	0	519	483	0	110	39	4
9	0	0	1	0	505	472	0	663	39	4
10	0	0	1	0	524	536	0	136	38	4
11	0	0	1	0	506	540	0	1018	39	4
12	0	0	1	0	519	479	0	200	39	4
13	0	0	1	0	511	477	0	1018	38	4
14	0	0	1	0	521	457	0	196	38	4
15	0	0	1	0	509	476	0	1018	39	4
0	0	0	1	0	522	494	0	224	39	4
1	0	0	1	0	508	497	0	815	39	4
2	0	0	1	0	520	497	0	160	38	4
3	0	0	1	0	509	490	0	1018	38	4
4	0	0	1	0	521	516	0	216	39	4
5	0	0	1	0	508	447	0	1018	38	4
6	0	0	1	0	514	497	0	213	38	4
7	0	0	1	0	509	499	0	1018	38	4
8	0	0	1	0	521	487	0	158	39	4
9	0	0	1	0	506	488	0	1018	38	4
10	0	0	1	0	519	477	0	136	38	4
11	0	0	1	0	513	471	0	1018	39	4
12	0	0	1	0	516	493	0	160	39	4
13	0	0	1	0	515	507	0	921	39	4
14	0	0	1	0	523	461	0	67	38	4
15	0	0	1	0	500	475	0	1018	39	4
0	0	0	1	0	522	462	0	114	39	4
1	0	0	1	0	505	519	0	749	39	4
2	0	0	1	0	527	479	0	79	38	5
3	0	0	1	0	511	492	0	1018	39	5
4	0	0	1	0	523	476	0	133	39	5
5	0	0	1	0	510	486	0	1018	39	5
6	0	0	1	0	521	439	0	175	38	5
7	0	0	1	0	511	440	0	1018	39	5
8	0	0	1	0	525	448	0	170	39	5
9	0	0	1	0	506	470	0	1018	38	5
10	0	0	1	0	524	457	0	110	38	5
11	0	0	1	0	505	538	0	1018	39	5
12	0	0	1	0	514	550	0	28	39	5
13	0	0	1	0	504	487	0	803	39	5
14	0	0	1	0	515	385	0	0	38	5
15	0	0	1	0	499	423	0	1018	38	5
0	0	0	1	0	526	528	0	60	39	5
1	0	0	1	0	504	524	0	1018	39	5
2	0	0	1	0	512	563	0	29	38	5
3	0	0	1	0	499	566	0	1018	39	5
4	0	0	1	0	519	569	0	110	39	5
5	0	0	1	0	504	594	0	963	39	5
6	0	0	1	0	520	613	0	3	38	5
7	0	0	1	0	504	596	0	1018	39	5
8	0	0	1	0	521	617	0	82	39	5
9	0	0	1	0	509	599	0	1018	38	5
10	0	0	1	0	522	594	0	33	38	5
11	0	0	1	0	502	627	0	1018	39	5
12	0	0	1	0	512	615	0	1	39	5
13	0	0	1	0	509	622	0	1018	39	5
14	0	0	1	0	519	604	0	7	38	5
15	0	0	1	0	504	592	0	1018	38	5
0	0	0	1	0	521	590	0	0	39	5
1	0	0	1	0	508	599	0	1018	38	5
2	0	0	1	0	519	578	0	4	38	5
3	0	0	1	0	507	590	0	1018	38	5
4	0	0	1	0	519	574	0	0	39	5
5	0	0	1	0	505	562	0	1018	39	5
6	0	0	1	0	516	521	0	35	38	5
7	0	0	1	0	512	504	0	1018	39	5
8	0	0	1	0	524	522	0	1	39	5
9	0	0	1	0	511	518	0	1018	38	5
10	0	0	1	0	518	504	0	0	38	5
11	0	0	1	0	507	528	0	1018	39	5
12	0	0	1	0	517	488	0	8	39	5
13	0	0	1	0	509	496	0	1018	39	5
14	0	0	1	0	520	501	0	29	38	5
15	0	0	1	0	506	524	0	1018	39	5
0	0	0	1	0	517	479	0	6	39	5
1	0	0	1	0	507	492	0	1018	39	5
2	0	0	1	0	521	548	0	0	38	5
3	0	0	1	0	500	524	0	1018	39	5
4	0	0	1	0	517	512	0	0	39	5
5	0	0	1	0	503	505	0	1018	39	5
6	0	0	1	0	519	461	0	0	38	5
7	0	0	1	0	504	502	0	1018	39	5
8	0	0	1	0	520	501	0	0	39	5
9	0	0	1	0	504	507	0	1018	39	5
10	0	0	1	0	519	492	0	0	38	5
11	0	0	1	0	505	509	0	1018	39	5
12	0	0	1	0	520	440	0	0	39	5
13	0	0	1	0	505	471	0	1018	39	5
14	0	0	1	0	514	460	0	0	38	5
15	0	0	1	0	505	432	0	1018	38	5
0	0	0	1	0	516	472	0	22	38	5
1	0	0	1	0	505	492	0	1018	39	5
2	0	0	1	0	520	460	0	0	39	5
3	0	0	1	0	505	472	0	1018	38	5
4	0	0	1	0	517	460	0	0	39	5
5	0	0	1	0	510	506	0	1018	39	5
6	0	0	1	0	517	472	0	0	38	5
7	0	0	1	0	502	458	0	1018	39	5
8	0	0	1	0	519	500	0	0	38	5
9	0	0	1	0	510	516	0	1018	38	5
10	0	0	1	0	520	477	0	0	38	5
11	0	0	1	0	503	512	0	1018	39	5
12	0	0	1	0	520	515	0	0	39	5
13	0	0	1	0	508	526	0	1018	38	4
14	0	0	1	0	515	356	0	0	38	4
15	0	0	1	0	508	431	0	1018	39	4
0	0	0	1	0	519	480	0	0	39	4
1	0	0	1	0	507	515	0	1018	39	4
2	0	0	1	0	525	539	0	0	39	4
3	0	0	1	0	509	551	0	1018	39	4
4	0	0	1	0	512	533	0	0	38	4
5	0	0	1	0	501	550	0	1018	40	4
6	0	0	1	0	516	574	0	0	37	4
7	0	0	1	0	504	532	0	1018	37	4
8	0	0	1	0	529	524	0	0	40	4
9	0	0	1	0	508	561	0	1018	38	4
10	0	0	1	0	521	564	0	0	39	4
11	0	0	1	0	508	537	0	1018	39	4
12	0	0	1	0	518	560	0	0	38	4
13	0	0	1	0	503	566	0	1018	39	5
14	0	0	1	0	518	584	0	0	38	5
15	0	0	1	0	505	535	0	1018	38	5
0	0	0	1	0	519	568	0	0	39	5
1	0	0	1	0	512	513	0	1018	38	5
2	0	0	1	0	526	572	0	0	38	5
3	0	0	1	0	509	551	0	1018	39	5
4	0	0	1	0	524	547	0	0	38	5
5	0	0	1	0	509	549	0	1018	38	5
6	0	0	1	0	519	551	0	0	38	5
7	0	0	1	0	511	518	0	404	38	5
8	0	0	1	0	514	519	0	0	39	5
9	0	0	1	0	502	509	0	1018	39	5
10	0	0	1	0	518	520	0	0	38	5
11	0	0	1	0	505	484	0	878	39	5
12	0	0	1	0	519	534	0	0	39	5
13	0	0	1	0	510	539	0	1018	39	5
14	0	0	1	0	516	531	0	0	38	5
15	0	0	1	0	512	546	0	1018	38	5
0	0	0	1	0	520	549	0	0	39	5
1	0	0	1	0	511	523	0	1018	39	5
2	0	0	1	0	521	554	0	0	38	5
3	0	0	1	0	513	516	0	1018	38	5
4	0	0	1	0	518	531	0	0	39	5
5	0	0	1	0	494	521	0	752	39	5
6	0	0	1	0	515	537	0	0	38	5
7	0	0	1	0	508	519	0	686	39	5
8	0	0	1	0	515	549	0	0	39	5
9	0	0	1	0	500	501	0	1018	39	5
10	0	0	1	0	513	539	0	0	38	5
11	0	0	1	0	504	497	0	893	39	5
12	0	0	1	0	518	512	0	0	39	5
13	0	0	1	0	509	486	0	1018	39	5
14	0	0	1	0	519	515	0	0	38	5
15	0	0	1	0	507	483	0	1018	38	5
0	0	0	1	0	521	479	0	0	39	5
1	0	0	1	0	505	500	0	944	39	5
2	0	0	1	0	519	525	0	0	38	5
3	0	0	1	0	509	477	0	1018	39	5
4	0	0	1	0	517	511	0	11	39	5
5	0	0	1	0	508	491	0	772	39	5
6	0	0	1	0	519	485	0	37	38	5
7	0	0	1	0	504	455	0	1018	39	5
8	0	0	1	0	515	510	0	116	39	5
9	0	0	1	0	511	510	0	688	39	5
10	0	0	1	0	519	478	0	125	38	5
11	0	0	1	0	511	498	0	1018	38	5
12	0	0	1	0	524	486	0	194	39	5
13	0	0	1	0	503	476	0	1018	39	5
14	0	0	1	0	527	507	0	219	38	5
15	0	0	1	0	499	556	0	1018	39	5
0	0	0	1	0	525	538	0	262	39	5
1	0	0	1	0	510	435	0	1016	38	5
2	0	0	1	0	513	392	0	216	38	5
3	0	0	1	0	509	447	0	1018	39	5
4	0	0	1	0	515	504	0	252	39	5
5	0	0	1	0	504	491	0	1018	39	5
6	0	0	1	0	513	495	0	288	38	5
7	0	0	1	0	513	507	0	1018	38	5
8	0	0	1	0	516	439	0	177	39	5
9	0	0	1	0	507	496	0	1018	39	5
10	0	0	1	0	521	524	0	193	38	5
11	0	0	1	0	512	480	0	1018	39	5
12	0	0	1	0	518	528	0	259	39	5
13	0	0	1	0	508	509	0	1018	38	5
14	0	0	1	0	521	513	0	167	38	5
15	0	0	1	0	501	518	0	1018	39	5
0	0	0	1	0	518	544	0	115	39	5
1	0	0	1	0	498	511	0	1018	39	5
2	0	0	1	0	526	520	0	37	38	5
3	0	0	1	0	505	530	0	1018	39	5
4	0	0	1	0	521	497	0	118	38	5
5	0	0	1	0	504	556	0	1018	38	5
6	0	0	1	0	525	576	0	24	38	5
7	0	0	1	0	504	532	0	1018	39	5
8	0	0	1	0	516	487	0	0	39	5
9	0	0	1	0	501	468	0	1018	39	5
10	0	0	1	0	517	432	0	18	38	5
11	0	0	1	0	506	361	0	1018	38	5
12	0	0	1	0	518	366	0	0	39	5
13	0	0	1	0	506	376	0	1018	38	5
14	0	0	1	0	516	373	0	24	38	5
15	0	0	1	0	504	362	0	659	39	5
0	0	0	1	0	513	414	0	0	39	5
1	0	0	1	0	508	408	0	1018	39	5
2	0	0	1	0	520	395	0	24	38	5
3	0	0	1	0	499	535	0	1018	38	5
4	0	0	1	0	524	519	0	32	39	5
5	0	0	1	0	514	507	0	1018	39	5
6	0	0	1	0	515	591	0	0	38	5
7	0	0	1	0	508	575	0	835	38	5
8	0	0	1	0	521	555	0	0	39	5
9	0	0	1	0	508	539	0	937	38	5
10	0	0	1	0	512	582	0	8	39	5
11	0	0	1	0	508	584	0	628	38	5
12	0	0	1	0	518	556	0	22	39	5
13	0	0	1	0	508	597	0	1018	38	5
14	0	0	1	0	519	615	0	80	38	5
15	0	0	1	0	505	606	0	744	39	5
0	0	0	1	0	525	567	0	84	39	5
1	0	0	1	0	504	556	0	902	39	5
2	0	0	1	0	518	556	0	118	38	5
3	0	0	1	0	502	561	0	1018	39	5
4	0	0	1	0	525	559	0	145	39	5
5	0	0	1	0	504	583	0	670	39	4
6	0	0	1	0	532	572	0	145	38	4
7	0	0	1	0	508	550	0	582	39	4
8	0	0	1	0	518	581	0	179	38	4
9	0	0	1	0	513	516	0	612	39	4
10	0	0	1	0	521	517	0	216	38	4
11	0	0	1	0	501	505	0	680	39	4
12	0	0	1	0	527	499	0	254	39	4
13	0	0	1	0	508	526	0	727	39	4
14	0	0	1	0	519	497	0	284	38	4
15	0	0	1	0	506	488	0	792	38	4
0	0	0	1	0	523	513	0	306	39	4
1	0	0	1	0	505	519	0	791	39	4
2	0	0	1	0	520	518	0	319	38	4
3	0	0	1	0	503	555	0	913	38	4
4	0	0	1	0	521	582	0	332	39	4
5	0	0	1	0	514	611	0	780	39	4
6	0	0	1	0	518	604	0	328	38	4
7	0	0	1	0	505	498	0	761	39	4
8	0	0	1	0	520	475	0	326	39	4
9	0	0	1	0	511	550	0	887	39	4
10	0	0	1	0	525	571	0	348	38	4
11	0	0	1	0	513	545	0	845	39	4
12	0	0	1	0	520	556	0	345	39	4
13	0	0	1	0	512	567	0	910	39	4
14	0	0	1	0	518	565	0	340	38	4
15	0	0	1	0	504	551	0	1018	38	4
0	0	0	1	0	518	551	0	356	39	4
1	0	0	1	0	506	536	0	857	39	4
2	0	0	1	0	517	536	0	302	38	4
3	0	0	1	0	512	569	0	881	39	4
4	0	0	1	0	519	561	0	303	39	4
5	0	0	1	0	504	557	0	1018	39	4
6	0	0	1	0	519	570	0	333	38	4
7	0	0	1	0	505	558	0	1018	38	4
8	0	0	1	0	521	577	0	243	39	4
9	0	0	1	0	505	565	0	622	39	4
10	0	0	1	0	523	571	0	220	38	4
11	0	0	1	0	502	557	0	1018	39	4
12	0	0	1	0	519	536	0	256	39	4
13	0	0	1	0	509	545	0	753	39	4
14	0	0	1	0	518	556	0	241	38	4
15	0	0	1	0	508	534	0	760	39	4
0	0	0	1	0	521	518	0	241	39	4
1	0	0	1	0	507	500	0	808	38	4
2	0	0	1	0	519	485	0	256	38	4
3	0	0	1	0	507	463	0	638	39	4
4	0	0	1	0	519	485	0	257	39	4
5	0	0	1	0	508	498	0	542	39	4
6	0	0	1	0	528	501	0	269	38	4
7	0	0	1	0	503	472	0	926	39	4
8	0	0	1	0	522	464	0	298	39	4
9	0	0	1	0	511	474	0	718	39	4
10	0	0	1	0	514	468	0	287	38	4
11	0	0	1	0	507	470	0	1018	38	4
12	0	0	1	0	517	468	0	304	39	4
13	0	0	1	0	504	451	0	820	39	4
14	0	0	1	0	523	493	0	276	38	4
15	0	0	1	0	506	490	0	822	39	4
0	0	0	1	0	518	483	0	275	39	4
1	0	0	1	0	502	499	0	917	39	4
2	0	0	1	0	520	475	0	275	38	4
3	0	0	1	0	500	477	0	908	39	4
4	0	0	1	0	521	465	0	271	39	4
5	0	0	1	0	509	513	0	712	39	4
6	0	0	1	0	517	505	0	262	38	4
7	0	0	1	0	504	503	0	909	39	4
8	0	0	1	0	516	494	0	269	39	4
9	0	0	1	0	505	508	0	1018	38	4
10	0	0	1	0	524	473	0	263	38	4
11	0	0	1	0	505	483	0	942	39	4
12	0	0	1	0	519	483	0	252	39	4
13	0	0	1	0	504	487	0	1018	39	4
14	0	0	1	0	515	502	0	243	38	4
15	0	0	1	0	508	487	0	799	39	4
0	0	0	1	0	518	489	0	231	39	4
1	0	0	1	0	506	507	0	519	39	4
2	0	0	1	0	518	478	0	227	38	4
3	0	0	1	0	513	510	0	1018	39	4
4	0	0	1	0	516	480	0	275	39	4
5	0	0	1	0	509	471	0	841	39	4
6	0	0	1	0	520	533	0	224	38	4
7	0	0	1	0	511	505	0	936	38	4
8	0	0	1	0	516	484	0	221	39	4
9	0	0	1	0	503	483	0	1018	39	4
10	0	0	1	0	521	497	0	207	38	4
11	0	0	1	0	500	483	0	1018	38	4
12	0	0	1	0	512	507	0	193	39	4
13	0	0	1	0	509	511	0	911	39	4
14	0	0	1	0	516	478	0	192	38	4
15	0	0	1	0	511	526	0	897	39	4
0	0	0	1	0	525	525	0	190	39	4
1	0	0	1	0	507	571	0	691	39	4
2	0	0	1	0	521	571	0	177	38	4
3	0	0	1	0	508	479	0	1018	38	4
4	0	0	1	0	525	428	0	242	39	4
5	0	0	1	0	504	483	0	1018	38	4
6	0	0	1	0	519	501	0	155	38	4
7	0	0	1	0	509	502	0	1018	39	4
8	0	0	1	0	517	518	0	142	39	4
9	0	0	1	0	509	539	0	902	39	4
10	0	0	1	0	519	536	0	0	38	4
11	0	0	1	0	505	526	0	171	39	4
12	0	0	1	0	521	538	0	0	39	4
13	0	0	1	0	508	521	0	1018	39	4
14	0	0	1	0	519	530	0	0	38	4
15	0	0	1	0	509	527	0	1018	39	4
0	0	0	1	0	521	541	0	0	39	4
1	0	0	1	0	511	546	0	711	39	4
2	0	0	1	0	520	551	0	0	38	4
3	0	0	1	0	503	529	0	1018	39	4
4	0	0	1	0	519	521	0	0	39	4
5	0	0	1	0	507	533	0	1018	39	4
6	0	0	1	0	516	555	0	0	38	4
7	0	0	1	0	502	551	0	898	39	4
8	0	0	1	0	523	536	0	0	39	4
9	0	0	1	0	507	539	0	1018	39	4
10	0	0	1	0	515	523	0	0	38	4
11	0	0	1	0	504	533	0	1018	39	4
12	0	0	1	0	523	497	0	0	39	4
13	0	0	1	0	502	496	0	1018	39	4
14	0	0	1	0	515	473	0	0	38	4
15	0	0	1	0	510	510	0	1018	39	4
0	0	0	1	0	521	487	0	0	39	4
1	0	0	1	0	502	503	0	909	39	4
2	0	0	1	0	520	491	0	0	38	4
3	0	0	1	0	507	487	0	1018	39	4
4	0	0	1	0	519	487	0	0	39	4
5	0	0	1	0	508	500	0	1018	39	4
6	0	0	1	0	525	519	0	0	38	4
7	0	0	1	0	504	505	0	1018	39	4
8	0	0	1	0	515	486	0	0	39	4
9	0	0	1	0	507	521	0	1018	39	4
10	0	0	1	0	517	510	0	0	38	4
11	0	0	1	0	503	510	0	1018	39	4
12	0	0	1	0	518	504	0	0	39	4
13	0	0	1	0	504	503	0	1018	38	4
14	0	0	1	0	522	494	0	0	38	4
15	0	0	1	0	502	505	0	1018	39	4
0	0	0	1	0	525	506	0	0	39	4
1	0	0	1	0	511	511	0	1018	39	4
2	0	0	1	0	514	511	0	0	38	4
3	0	0	1	0	510	515	0	1018	39	4
4	0	0	1	0	521	508	0	0	39	4
5	0	0	1	0	502	520	0	1018	39	4
6	0	0	1	0	518	528	0	0	38	4
7	0	0	1	0	506	508	0	1018	39	4
8	0	0	1	0	520	512	0	0	39	4
9	0	0	1	0	504	515	0	1018	39	4
10	0	0	1	0	514	517	0	0	38	4
11	0	0	1	0	505	530	0	1018	39	4
12	0	0	1	0	516	515	0	0	39	4
13	0	0	1	0	501	544	0	1018	39	4
14	0	0	1	0	518	509	0	0	38	4
15	0	0	1	0	509	536	0	1018	38	4
0	0	0	1	0	519	490	0	0	39	4
1	0	0	1	0	504	569	0	1018	39	4
2	0	0	1	0	518	502	0	0	38	4
3	0	0	1	0	507	507	0	1018	39	4
4	0	0	1	0	519	552	0	0	39	4
5	0	0	1	0	508	526	0	1018	39	5
6	0	0	1	0	523	530	0	0	38	5
7	0	0	1	0	503	530	0	1018	38	5
8	0	0	1	0	520	519	0	0	39	5
9	0	0	1	0	508	526	0	1018	39	5
10	0	0	1	0	520	534	0	0	38	5
11	0	0	1	0	511	500	0	1018	38	5
12	0	0	1	0	521	528	0	0	39	5
13	0	0	1	0	501	521	0	1018	39	5
14	0	0	1	0	519	529	0	0	38	5
15	0	0	1	0	504	539	0	1018	39	5
0	0	0	1	0	519	595	0	0	39	5
1	0	0	1	0	509	590	0	1018	39	5
2	0	0	1	0	529	492	0	0	38	5
3	0	0	1	0	509	398	0	1018	39	5
4	0	0	1	0	523	484	0	0	39	5
5	0	0	1	0	506	513	0	1018	38	5
6	0	0	1	0	523	527	0	0	38	5
7	0	0	1	0	506	509	0	1018	38	5
8	0	0	1	0	525	549	0	0	39	5
