nSeq	I1	I2	O1	O2	A1	A2	A3	A4	A5	A6
6	0	0	1	0	519	522	0	363	38	4
7	0	0	1	0	504	517	0	524	39	4
8	0	0	1	0	521	497	0	352	39	4
9	0	0	1	0	512	492	0	524	39	4
10	0	0	1	0	519	484	0	359	38	4
11	0	0	1	0	498	527	0	628	39	4
12	0	0	1	0	519	531	0	358	39	4
13	0	0	1	0	504	529	0	579	39	4
14	0	0	1	0	520	515	0	368	38	4
15	0	0	1	0	512	513	0	563	39	4
0	0	0	1	0	518	535	0	355	39	4
1	0	0	1	0	508	491	0	831	39	4
2	0	0	1	0	519	534	0	332	38	4
3	0	0	1	0	505	500	0	494	39	4
4	0	0	1	0	523	491	0	315	39	4
5	0	0	1	0	507	526	0	492	39	4
6	0	0	1	0	515	526	0	323	38	4
7	0	0	1	0	508	513	0	552	39	4
8	0	0	1	0	525	498	0	340	39	4
9	0	0	1	0	504	520	0	527	39	4
10	0	0	1	0	519	516	0	332	38	4
11	0	0	1	0	509	530	0	553	39	4
12	0	0	1	0	523	540	0	339	39	4
13	0	0	1	0	503	517	0	550	39	4
14	0	0	1	0	524	507	0	343	38	4
15	0	0	1	0	505	493	0	560	39	4
0	0	0	1	0	524	528	0	336	39	4
1	0	0	1	0	506	505	0	529	39	4
2	0	0	1	0	518	515	0	348	38	4
3	0	0	1	0	504	514	0	517	39	4
4	0	0	1	0	524	502	0	346	39	4
5	0	0	1	0	508	556	0	602	39	4
6	0	0	1	0	527	599	0	350	38	4
7	0	0	1	0	510	595	0	643	39	4
8	0	0	1	0	524	439	0	354	39	4
9	0	0	1	0	505	414	0	777	39	4
10	0	0	1	0	533	494	0	336	38	4
11	0	0	1	0	503	511	0	460	39	4
12	0	0	1	0	520	550	0	315	39	4
13	0	0	1	0	505	522	0	598	39	4
14	0	0	1	0	525	531	0	323	38	4
15	0	0	1	0	505	518	0	561	39	4
0	0	0	1	0	525	514	0	322	39	4
1	0	0	1	0	508	519	0	601	39	4
2	0	0	1	0	528	552	0	347	38	4
3	0	0	1	0	507	527	0	509	39	4
4	0	0	1	0	523	541	0	321	39	4
5	0	0	1	0	503	489	0	605	39	4
6	0	0	1	0	519	548	0	317	38	4
7	0	0	1	0	510	513	0	725	39	4
8	0	0	1	0	519	552	0	308	39	4
9	0	0	1	0	508	510	0	854	39	4
10	0	0	1	0	529	537	0	288	38	4
11	0	0	1	0	498	538	0	578	39	4
12	0	0	1	0	523	541	0	263	39	4
13	0	0	1	0	506	536	0	589	39	4
14	0	0	1	0	524	567	0	263	38	4
15	0	0	1	0	502	534	0	707	39	4
0	0	0	1	0	531	502	0	249	39	4
1	0	0	1	0	503	477	0	551	39	4
2	0	0	1	0	519	512	0	242	38	4
3	0	0	1	0	504	480	0	566	39	4
4	0	0	1	0	519	497	0	256	39	4
5	0	0	1	0	508	481	0	673	39	4
6	0	0	1	0	518	476	0	245	38	4
7	0	0	1	0	512	483	0	669	39	4
8	0	0	1	0	516	500	0	248	39	4
9	0	0	1	0	504	489	0	728	39	4
10	0	0	1	0	522	496	0	228	38	4
11	0	0	1	0	506	501	0	479	39	4
12	0	0	1	0	525	496	0	229	39	4
13	0	0	1	0	507	489	0	564	39	4
14	0	0	1	0	523	504	0	248	38	4
15	0	0	1	0	502	489	0	590	39	4
0	0	0	1	0	526	525	0	234	39	4
1	0	0	1	0	510	505	0	574	39	4
2	0	0	1	0	524	512	0	236	38	4
3	0	0	1	0	501	507	0	522	39	4
4	0	0	1	0	521	523	0	237	39	4
5	0	0	1	0	507	499	0	397	39	4
6	0	0	1	0	517	516	0	266	38	4
7	0	0	1	0	503	520	0	448	39	4
8	0	0	1	0	517	514	0	290	39	4
9	0	0	1	0	509	504	0	619	39	4
10	0	0	1	0	522	527	0	303	38	4
11	0	0	1	0	511	543	0	585	39	4
12	0	0	1	0	524	504	0	304	39	4
13	0	0	1	0	501	500	0	470	39	4
14	0	0	1	0	521	527	0	309	38	4
15	0	0	1	0	502	526	0	628	39	4
0	0	0	1	0	521	526	0	338	39	4
1	0	0	1	0	499	529	0	735	39	4
2	0	0	1	0	517	507	0	305	38	4
3	0	0	1	0	510	524	0	905	39	4
4	0	0	1	0	519	543	0	289	39	4
5	0	0	1	0	509	518	0	862	39	4
6	0	0	1	0	526	497	0	253	38	4
7	0	0	1	0	508	497	0	1018	39	4
8	0	0	1	0	524	505	0	229	39	4
9	0	0	1	0	504	503	0	1018	39	4
10	0	0	1	0	523	515	0	165	38	4
11	0	0	1	0	503	509	0	732	39	4
12	0	0	1	0	526	515	0	116	39	4
13	0	0	1	0	502	562	0	1018	39	4
14	0	0	1	0	529	585	0	88	38	4
15	0	0	1	0	505	577	0	530	39	4
0	0	0	1	0	517	439	0	69	39	4
1	0	0	1	0	504	436	0	1018	39	4
2	0	0	1	0	521	489	0	84	38	4
3	0	0	1	0	505	515	0	1018	39	4
4	0	0	1	0	527	491	0	30	39	4
5	0	0	1	0	495	514	0	855	39	4
6	0	0	1	0	527	532	0	0	38	4
7	0	0	1	0	505	517	0	419	39	4
8	0	0	1	0	532	532	0	0	39	4
9	0	0	1	0	505	524	0	664	39	4
10	0	0	1	0	527	522	0	17	38	4
11	0	0	1	0	502	516	0	639	39	4
12	0	0	1	0	523	533	0	21	39	4
13	0	0	1	0	502	535	0	1018	38	4
14	0	0	1	0	515	505	0	26	38	4
15	0	0	1	0	497	534	0	1018	39	4
0	0	0	1	0	522	529	0	0	39	4
1	0	0	1	0	507	543	0	1018	38	4
2	0	0	1	0	522	527	0	0	38	4
3	0	0	1	0	504	551	0	540	39	4
4	0	0	1	0	524	542	0	0	39	4
5	0	0	1	0	502	540	0	277	39	4
6	0	0	1	0	524	536	0	0	38	4
7	0	0	1	0	508	516	0	595	39	4
8	0	0	1	0	527	493	0	1	39	4
9	0	0	1	0	501	519	0	511	39	4
10	0	0	1	0	523	503	0	20	38	4
11	0	0	1	0	504	479	0	492	39	4
12	0	0	1	0	514	484	0	50	38	4
13	0	0	1	0	504	473	0	692	39	4
14	0	0	1	0	526	486	0	64	38	4
15	0	0	1	0	501	459	0	1018	38	4
0	0	0	1	0	525	503	0	57	39	4
1	0	0	1	0	506	515	0	1018	38	4
2	0	0	1	0	530	513	0	0	38	4
3	0	0	1	0	497	489	0	1018	39	4
4	0	0	1	0	523	540	0	0	39	4
5	0	0	1	0	499	495	0	1018	39	4
6	0	0	1	0	527	483	0	0	38	4
7	0	0	1	0	503	487	0	1018	38	4
8	0	0	1	0	524	528	0	0	39	4
9	0	0	1	0	494	496	0	1018	39	4
10	0	0	1	0	525	502	0	0	38	4
11	0	0	1	0	507	515	0	1018	39	4
12	0	0	1	0	526	515	0	0	39	4
13	0	0	1	0	503	519	0	400	39	4
14	0	0	1	0	528	510	0	0	38	4
15	0	0	1	0	502	513	0	1018	38	4
0	0	0	1	0	521	527	0	0	39	4
1	0	0	1	0	504	494	0	1018	38	4
2	0	0	1	0	522	523	0	0	38	4
3	0	0	1	0	507	508	0	1018	39	4
4	0	0	1	0	525	503	0	0	39	4
5	0	0	1	0	499	521	0	1018	39	4
6	0	0	1	0	521	557	0	0	38	4
7	0	0	1	0	504	500	0	1018	39	4
8	0	0	1	0	526	531	0	0	39	4
9	0	0	1	0	507	518	0	1018	39	4
10	0	0	1	0	523	495	0	0	38	4
11	0	0	1	0	497	457	0	1018	39	4
12	0	0	1	0	528	540	0	0	38	4
13	0	0	1	0	502	508	0	1018	38	4
14	0	0	1	0	531	539	0	0	38	4
15	0	0	1	0	503	508	0	1018	39	4
0	0	0	1	0	526	517	0	0	39	4
1	0	0	1	0	497	583	0	1018	39	4
2	0	0	1	0	519	599	0	0	38	4
3	0	0	1	0	505	496	0	859	38	4
4	0	0	1	0	521	422	0	0	38	4
5	0	0	1	0	502	478	0	744	39	4
6	0	0	1	0	524	500	0	0	39	4
7	0	0	1	0	498	516	0	0	39	4
8	0	0	1	0	524	537	0	0	38	4
9	0	0	1	0	500	506	0	792	38	4
10	0	0	1	0	533	531	0	0	38	4
11	0	0	1	0	504	509	0	1018	39	4
12	0	0	1	0	518	515	0	0	39	4
13	0	0	1	0	499	530	0	1018	39	4
14	0	0	1	0	523	539	0	0	38	4
15	0	0	1	0	502	538	0	1018	38	4
0	0	0	1	0	526	524	0	0	39	4
1	0	0	1	0	507	520	0	1018	39	4
2	0	0	1	0	528	531	0	0	38	4
3	0	0	1	0	504	497	0	1018	39	4
4	0	0	1	0	532	569	0	0	39	4
5	0	0	1	0	492	527	0	1018	36	4
6	0	0	1	0	517	532	0	0	37	4
7	0	0	1	0	500	537	0	1018	38	4
8	0	0	1	0	532	554	0	0	41	4
9	0	0	1	0	503	545	0	1018	39	4
10	0	0	1	0	523	537	0	0	37	4
11	0	0	1	0	497	533	0	1018	39	4
12	0	0	1	0	523	495	0	0	39	4
13	0	0	1	0	505	505	0	1018	38	4
14	0	0	1	0	524	468	0	0	39	4
15	0	0	1	0	509	487	0	1018	39	4
0	0	0	1	0	519	495	0	0	38	4
1	0	0	1	0	507	473	0	1018	39	4
2	0	0	1	0	527	511	0	0	38	4
3	0	0	1	0	499	473	0	1018	39	4
4	0	0	1	0	525	489	0	0	39	4
5	0	0	1	0	502	484	0	1018	38	4
6	0	0	1	0	527	486	0	0	38	4
7	0	0	1	0	504	502	0	1018	38	4
8	0	0	1	0	525	496	0	0	39	4
9	0	0	1	0	502	497	0	1018	39	4
10	0	0	1	0	527	535	0	0	38	4
11	0	0	1	0	498	492	0	1018	38	4
12	0	0	1	0	530	509	0	0	39	4
13	0	0	1	0	500	507	0	1018	39	4
14	0	0	1	0	527	503	0	0	38	4
15	0	0	1	0	498	512	0	1018	39	4
0	0	0	1	0	517	515	0	0	39	4
1	0	0	1	0	506	490	0	1018	38	4
2	0	0	1	0	530	523	0	0	38	4
3	0	0	1	0	501	509	0	1018	39	4
4	0	0	1	0	527	531	0	0	38	4
5	0	0	1	0	502	516	0	1018	39	4
6	0	0	1	0	522	529	0	0	38	4
7	0	0	1	0	503	512	0	1018	38	4
8	0	0	1	0	523	539	0	0	39	4
9	0	0	1	0	502	528	0	705	38	4
10	0	0	1	0	522	547	0	0	38	4
11	0	0	1	0	510	510	0	799	39	4
12	0	0	1	0	524	515	0	0	39	4
13	0	0	1	0	503	511	0	1018	39	4
14	0	0	1	0	521	502	0	0	38	4
15	0	0	1	0	504	537	0	1018	38	4
0	0	0	1	0	525	523	0	0	38	4
1	0	0	1	0	507	508	0	1018	39	4
2	0	0	1	0	531	492	0	0	38	4
3	0	0	1	0	504	508	0	1018	39	4
4	0	0	1	0	519	508	0	0	38	4
5	0	0	1	0	501	537	0	1018	38	4
6	0	0	1	0	523	607	0	0	38	4
7	0	0	1	0	504	603	0	1018	39	4
8	0	0	1	0	524	432	0	0	39	4
9	0	0	1	0	500	429	0	1018	39	4
10	0	0	1	0	528	494	0	0	38	4
11	0	0	1	0	505	489	0	1018	38	4
12	0	0	1	0	515	516	0	0	37	4
13	0	0	1	0	505	510	0	1018	39	4
14	0	0	1	0	521	559	0	0	39	4
15	0	0	1	0	499	501	0	0	39	4
0	0	0	1	0	525	519	0	0	38	4
1	0	0	1	0	497	529	0	240	38	4
2	0	0	1	0	520	549	0	0	38	4
3	0	0	1	0	499	505	0	502	40	4
4	0	0	1	0	519	510	0	0	39	4
5	0	0	1	0	513	520	0	0	39	4
6	0	0	1	0	520	521	0	0	38	4
7	0	0	1	0	506	516	0	0	38	4
8	0	0	1	0	521	543	0	0	39	4
9	0	0	1	0	514	541	0	0	39	4
10	0	0	1	0	520	542	0	0	38	4
11	0	0	1	0	511	512	0	1018	38	4
12	0	0	1	0	528	540	0	0	39	4
13	0	0	1	0	512	544	0	0	39	4
14	0	0	1	0	510	547	0	0	38	4
15	0	0	1	0	507	527	0	0	39	4
0	0	0	1	0	513	522	0	0	40	4
1	0	0	1	0	508	480	0	72	36	4
2	0	0	1	0	519	485	0	0	39	4
3	0	0	1	0	517	486	0	0	39	4
4	0	0	1	0	518	477	0	0	39	4
5	0	0	1	0	511	468	0	337	38	4
6	0	0	1	0	525	516	0	0	39	4
7	0	0	1	0	505	494	0	314	38	4
8	0	0	1	0	513	488	0	0	39	4
9	0	0	1	0	508	485	0	318	38	4
10	0	0	1	0	512	500	0	123	38	4
11	0	0	1	0	507	504	0	515	39	4
12	0	0	1	0	519	508	0	286	39	4
13	0	0	1	0	512	515	0	615	38	4
14	0	0	1	0	522	518	0	415	38	4
15	0	0	1	0	508	503	0	711	39	4
0	0	0	1	0	521	496	0	516	39	4
1	0	0	1	0	509	492	0	908	39	4
2	0	0	1	0	517	516	0	605	38	4
3	0	0	1	0	512	510	0	937	39	4
4	0	0	1	0	518	518	0	662	39	4
5	0	0	1	0	512	495	0	1018	39	4
6	0	0	1	0	515	548	0	709	38	4
7	0	0	1	0	513	479	0	1018	38	4
8	0	0	1	0	528	518	0	734	39	4
9	0	0	1	0	509	513	0	1018	39	4
10	0	0	1	0	520	509	0	743	38	4
11	0	0	1	0	514	518	0	1018	39	4
12	0	0	1	0	521	521	0	743	39	4
13	0	0	1	0	505	494	0	1018	39	4
14	0	0	1	0	523	519	0	705	38	4
15	0	0	1	0	510	508	0	1018	39	4
0	0	0	1	0	520	543	0	694	39	4
1	0	0	1	0	506	514	0	1018	39	4
2	0	0	1	0	522	504	0	727	38	4
3	0	0	1	0	508	527	0	1018	39	4
4	0	0	1	0	514	492	0	591	39	4
5	0	0	1	0	507	509	0	1018	39	4
6	0	0	1	0	517	503	0	566	38	4
7	0	0	1	0	506	492	0	1018	39	4
8	0	0	1	0	515	502	0	552	39	4
9	0	0	1	0	518	573	0	1018	39	4
10	0	0	1	0	521	609	0	557	38	4
11	0	0	1	0	509	572	0	1018	39	4
12	0	0	1	0	518	417	0	492	39	4
13	0	0	1	0	511	443	0	1018	38	4
14	0	0	1	0	515	492	0	346	38	4
15	0	0	1	0	508	494	0	1018	39	4
0	0	0	1	0	513	496	0	285	39	4
1	0	0	1	0	507	513	0	1018	39	4
2	0	0	1	0	521	501	0	312	38	4
3	0	0	1	0	517	522	0	1016	39	4
4	0	0	1	0	519	512	0	247	39	4
5	0	0	1	0	512	536	0	1018	39	4
6	0	0	1	0	517	531	0	270	38	4
7	0	0	1	0	503	534	0	1018	39	4
8	0	0	1	0	516	522	0	318	39	4
9	0	0	1	0	508	528	0	1018	38	4
10	0	0	1	0	516	543	0	220	38	4
11	0	0	1	0	505	525	0	1018	39	4
12	0	0	1	0	514	531	0	217	39	4
13	0	0	1	0	503	536	0	1018	39	4
14	0	0	1	0	523	525	0	191	38	4
15	0	0	1	0	507	539	0	1018	39	4
0	0	0	1	0	519	543	0	152	39	4
1	0	0	1	0	510	531	0	1018	39	4
2	0	0	1	0	520	533	0	105	38	4
3	0	0	1	0	508	521	0	1018	39	4
4	0	0	1	0	516	518	0	144	39	4
5	0	0	1	0	511	475	0	415	39	4
6	0	0	1	0	515	497	0	35	38	4
7	0	0	1	0	517	483	0	1018	38	4
8	0	0	1	0	522	479	0	128	39	4
9	0	0	1	0	512	481	0	1018	38	4
10	0	0	1	0	519	477	0	126	38	4
11	0	0	1	0	510	486	0	1018	38	4
12	0	0	1	0	515	487	0	71	39	4
13	0	0	1	0	507	514	0	1018	39	4
14	0	0	1	0	513	489	0	101	38	4
15	0	0	1	0	512	504	0	1018	38	4
0	0	0	1	0	513	525	0	88	39	4
1	0	0	1	0	508	478	0	407	39	4
2	0	0	1	0	523	519	0	90	38	4
3	0	0	1	0	508	521	0	380	39	4
4	0	0	1	0	522	519	0	156	39	4
5	0	0	1	0	504	518	0	415	39	4
6	0	0	1	0	526	504	0	210	38	4
7	0	0	1	0	504	494	0	400	38	4
8	0	0	1	0	518	527	0	259	39	4
9	0	0	1	0	511	507	0	492	39	4
10	0	0	1	0	515	523	0	307	38	4
11	0	0	1	0	507	491	0	603	39	4
12	0	0	1	0	523	490	0	344	39	4
13	0	0	1	0	514	519	0	589	39	4
14	0	0	1	0	520	536	0	371	38	4
15	0	0	1	0	508	500	0	588	39	4
0	0	0	1	0	512	530	0	394	39	4
1	0	0	1	0	509	485	0	732	39	4
2	0	0	1	0	513	511	0	428	38	4
3	0	0	1	0	513	524	0	829	39	4
4	0	0	1	0	514	510	0	439	39	4
5	0	0	1	0	507	517	0	656	39	4
6	0	0	1	0	514	487	0	433	38	4
7	0	0	1	0	509	507	0	630	39	4
8	0	0	1	0	512	492	0	435	39	4
9	0	0	1	0	505	511	0	641	39	4
10	0	0	1	0	518	512	0	456	38	4
11	0	0	1	0	511	492	0	594	39	4
12	0	0	1	0	514	539	0	462	39	4
13	0	0	1	0	515	587	0	643	39	4
14	0	0	1	0	521	632	0	478	38	4
15	0	0	1	0	513	500	0	675	38	4
0	0	0	1	0	512	387	0	489	39	4
1	0	0	1	0	503	480	0	637	39	4
2	0	0	1	0	518	516	0	486	38	4
3	0	0	1	0	513	492	0	624	39	4
4	0	0	1	0	523	534	0	487	39	4
5	0	0	1	0	508	554	0	692	39	4
6	0	0	1	0	523	527	0	492	38	4
7	0	0	1	0	511	539	0	737	39	4
8	0	0	1	0	521	513	0	503	39	4
9	0	0	1	0	510	523	0	660	39	4
10	0	0	1	0	523	505	0	486	38	4
11	0	0	1	0	516	541	0	603	39	4
12	0	0	1	0	522	560	0	479	39	4
13	0	0	1	0	507	535	0	644	39	4
14	0	0	1	0	515	530	0	488	38	4
15	0	0	1	0	507	539	0	656	39	4
0	0	0	1	0	519	540	0	495	39	4
1	0	0	1	0	508	569	0	613	39	4
2	0	0	1	0	521	536	0	488	38	4
3	0	0	1	0	511	513	0	612	39	4
4	0	0	1	0	513	570	0	490	39	4
5	0	0	1	0	511	552	0	647	39	4
6	0	0	1	0	521	535	0	489	38	4
7	0	0	1	0	501	515	0	711	39	4
8	0	0	1	0	518	519	0	477	39	4
9	0	0	1	0	510	494	0	624	39	4
10	0	0	1	0	513	506	0	477	38	4
11	0	0	1	0	503	483	0	594	39	4
12	0	0	1	0	514	496	0	474	39	4
13	0	0	1	0	506	491	0	558	39	4
14	0	0	1	0	513	475	0	466	38	4
15	0	0	1	0	514	488	0	598	39	4
0	0	0	1	0	521	487	0	477	39	4
1	0	0	1	0	514	489	0	586	39	4
2	0	0	1	0	515	491	0	467	38	4
3	0	0	1	0	508	487	0	566	39	4
4	0	0	1	0	521	495	0	477	39	4
5	0	0	1	0	505	515	0	623	39	4
6	0	0	1	0	519	516	0	482	38	4
7	0	0	1	0	511	497	0	612	39	4
8	0	0	1	0	521	499	0	476	39	4
9	0	0	1	0	510	518	0	678	39	4
10	0	0	1	0	508	498	0	478	38	4
11	0	0	1	0	516	510	0	691	39	4
12	0	0	1	0	519	513	0	475	39	4
13	0	0	1	0	512	527	0	602	39	4
14	0	0	1	0	514	495	0	472	38	4
15	0	0	1	0	509	510	0	594	39	4
0	0	0	1	0	521	522	0	460	39	4
1	0	0	1	0	509	506	0	685	39	4
2	0	0	1	0	515	525	0	460	38	4
3	0	0	1	0	513	537	0	775	39	4
4	0	0	1	0	518	500	0	459	39	4
5	0	0	1	0	507	503	0	632	39	4
6	0	0	1	0	517	516	0	446	38	4
7	0	0	1	0	499	490	0	647	39	4
8	0	0	1	0	512	503	0	446	39	4
9	0	0	1	0	509	476	0	575	39	4
10	0	0	1	0	525	508	0	432	38	4
11	0	0	1	0	505	518	0	685	39	4
12	0	0	1	0	525	530	0	443	39	4
13	0	0	1	0	509	590	0	634	39	4
14	0	0	1	0	517	595	0	425	38	4
15	0	0	1	0	513	449	0	640	39	4
0	0	0	1	0	516	438	0	422	39	4
1	0	0	1	0	510	467	0	564	39	4
2	0	0	1	0	522	518	0	420	38	4
3	0	0	1	0	507	526	0	648	39	4
4	0	0	1	0	521	508	0	429	39	4
5	0	0	1	0	511	566	0	775	39	4
6	0	0	1	0	521	498	0	425	38	4
7	0	0	1	0	512	512	0	588	39	4
8	0	0	1	0	519	528	0	408	39	4
9	0	0	1	0	512	518	0	590	39	4
10	0	0	1	0	515	524	0	411	38	4
11	0	0	1	0	508	519	0	663	39	4
12	0	0	1	0	519	516	0	409	39	4
13	0	0	1	0	508	537	0	638	39	4
14	0	0	1	0	515	547	0	408	38	4
15	0	0	1	0	508	534	0	620	39	4
0	0	0	1	0	518	554	0	415	39	4
1	0	0	1	0	512	519	0	581	39	4
2	0	0	1	0	515	555	0	412	38	4
3	0	0	1	0	503	543	0	596	39	4
4	0	0	1	0	513	539	0	410	39	4
5	0	0	1	0	511	544	0	644	39	4
6	0	0	1	0	508	493	0	415	38	4
7	0	0	1	0	513	508	0	804	39	4
8	0	0	1	0	520	510	0	417	39	4
9	0	0	1	0	510	474	0	877	39	4
10	0	0	1	0	520	484	0	417	38	4
11	0	0	1	0	513	502	0	704	39	4
12	0	0	1	0	520	465	0	394	39	4
13	0	0	1	0	510	503	0	573	39	4
14	0	0	1	0	519	508	0	363	38	4
15	0	0	1	0	507	487	0	617	39	4
0	0	0	1	0	527	522	0	376	39	4
1	0	0	1	0	506	533	0	784	39	4
2	0	0	1	0	519	495	0	384	38	4
3	0	0	1	0	511	507	0	609	39	4
4	0	0	1	0	521	496	0	368	39	4
5	0	0	1	0	505	512	0	649	39	4
6	0	0	1	0	517	528	0	380	38	4
7	0	0	1	0	511	495	0	732	39	4
8	0	0	1	0	516	494	0	377	39	4
9	0	0	1	0	505	514	0	631	39	4
10	0	0	1	0	524	515	0	365	38	4
11	0	0	1	0	511	489	0	642	39	4
12	0	0	1	0	517	519	0	368	39	4
13	0	0	1	0	511	476	0	640	39	4
14	0	0	1	0	519	547	0	372	38	4
15	0	0	1	0	512	496	0	704	39	4
0	0	0	1	0	523	527	0	374	39	4
1	0	0	1	0	513	499	0	606	39	4
2	0	0	1	0	515	480	0	371	38	4
3	0	0	1	0	506	551	0	645	39	4
4	0	0	1	0	522	511	0	375	39	4
5	0	0	1	0	508	503	0	529	39	4
6	0	0	1	0	526	501	0	389	38	4
7	0	0	1	0	510	490	0	625	39	4
8	0	0	1	0	515	556	0	387	39	4
9	0	0	1	0	507	470	0	664	39	4
10	0	0	1	0	518	502	0	391	38	4
11	0	0	1	0	501	507	0	671	39	4
12	0	0	1	0	517	493	0	391	39	4
13	0	0	1	0	507	567	0	735	39	4
14	0	0	1	0	517	577	0	391	38	4
15	0	0	1	0	505	586	0	612	39	4
0	0	0	1	0	517	481	0	385	39	4
1	0	0	1	0	511	423	0	591	39	4
2	0	0	1	0	515	483	0	386	38	4
3	0	0	1	0	514	501	0	740	39	4
4	0	0	1	0	517	504	0	392	39	4
5	0	0	1	0	505	531	0	813	39	4
6	0	0	1	0	523	496	0	387	38	4
7	0	0	1	0	516	507	0	660	39	4
8	0	0	1	0	516	551	0	370	39	4
9	0	0	1	0	507	526	0	657	39	4
10	0	0	1	0	518	545	0	371	38	4
11	0	0	1	0	507	503	0	563	39	4
12	0	0	1	0	521	521	0	368	39	4
13	0	0	1	0	512	523	0	630	39	4
14	0	0	1	0	526	521	0	384	38	4
15	0	0	1	0	507	523	0	744	39	4
0	0	0	1	0	516	542	0	395	39	4
1	0	0	1	0	508	573	0	635	39	4
2	0	0	1	0	524	558	0	378	38	4
3	0	0	1	0	503	541	0	718	39	4
4	0	0	1	0	519	537	0	383	39	4
5	0	0	1	0	519	507	0	702	39	4
6	0	0	1	0	525	554	0	375	38	4
7	0	0	1	0	511	545	0	754	39	4
8	0	0	1	0	519	509	0	382	39	4
9	0	0	1	0	510	510	0	835	39	4
10	0	0	1	0	516	544	0	376	38	4
11	0	0	1	0	509	474	0	600	39	4
12	0	0	1	0	518	476	0	356	39	4
13	0	0	1	0	514	476	0	591	39	4
14	0	0	1	0	516	501	0	363	38	4
15	0	0	1	0	512	502	0	650	39	4
0	0	0	1	0	519	501	0	372	39	4
1	0	0	1	0	511	469	0	749	39	4
2	0	0	1	0	519	511	0	376	38	4
3	0	0	1	0	509	518	0	527	39	4
4	0	0	1	0	516	515	0	364	39	4
5	0	0	1	0	512	510	0	566	39	4
6	0	0	1	0	520	518	0	387	38	4
7	0	0	1	0	510	504	0	748	39	4
8	0	0	1	0	516	478	0	403	39	4
9	0	0	1	0	511	528	0	684	39	4
10	0	0	1	0	511	532	0	384	38	4
11	0	0	1	0	508	523	0	637	39	4
12	0	0	1	0	515	511	0	383	39	4
13	0	0	1	0	505	507	0	564	39	4
14	0	0	1	0	517	525	0	384	38	4
15	0	0	1	0	510	496	0	862	39	4
0	0	0	1	0	518	541	0	399	39	4
1	0	0	1	0	504	542	0	726	39	4
2	0	0	1	0	513	503	0	384	38	4
3	0	0	1	0	509	508	0	592	39	4
4	0	0	1	0	523	521	0	382	39	4
5	0	0	1	0	514	537	0	580	39	4
6	0	0	1	0	519	508	0	391	38	4
7	0	0	1	0	510	516	0	734	39	4
8	0	0	1	0	525	491	0	391	39	4
9	0	0	1	0	505	516	0	684	39	4
10	0	0	1	0	521	502	0	380	38	4
11	0	0	1	0	510	501	0	583	39	4
12	0	0	1	0	524	491	0	381	39	4
13	0	0	1	0	502	510	0	497	39	4
14	0	0	1	0	516	558	0	389	38	4
15	0	0	1	0	506	570	0	662	39	4
0	0	0	1	0	525	613	0	405	39	4
1	0	0	1	0	504	528	0	778	39	4
2	0	0	1	0	518	402	0	414	38	4
3	0	0	1	0	511	448	0	939	39	4
4	0	0	1	0	523	504	0	417	39	4
5	0	0	1	0	513	526	0	737	39	4
6	0	0	1	0	511	516	0	382	38	4
7	0	0	1	0	511	524	0	771	39	4
8	0	0	1	0	515	510	0	400	39	4
9	0	0	1	0	503	527	0	599	39	4
10	0	0	1	0	522	532	0	369	38	4
11	0	0	1	0	508	529	0	1018	39	4
12	0	0	1	0	517	516	0	387	39	4
13	0	0	1	0	508	525	0	594	39	4
14	0	0	1	0	518	535	0	348	38	4
15	0	0	1	0	515	509	0	559	39	4
0	0	0	1	0	517	516	0	352	39	4
1	0	0	1	0	507	536	0	515	39	4
2	0	0	1	0	521	505	0	359	38	4
3	0	0	1	0	511	558	0	534	39	4
4	0	0	1	0	515	569	0	369	39	4
5	0	0	1	0	511	531	0	603	39	4
6	0	0	1	0	518	546	0	388	38	4
7	0	0	1	0	509	542	0	615	39	4
8	0	0	1	0	519	542	0	384	39	4
9	0	0	1	0	511	485	0	560	39	4
10	0	0	1	0	514	539	0	411	38	4
11	0	0	1	0	514	438	0	552	39	4
12	0	0	1	0	515	492	0	396	39	4
13	0	0	1	0	509	483	0	608	39	4
14	0	0	1	0	517	493	0	414	38	4
15	0	0	1	0	513	499	0	645	39	4
0	0	0	1	0	517	462	0	415	39	4
1	0	0	1	0	513	470	0	691	39	4
2	0	0	1	0	510	467	0	425	38	4
3	0	0	1	0	511	499	0	542	39	4
4	0	0	1	0	523	506	0	411	39	4
5	0	0	1	0	511	511	0	603	39	4
6	0	0	1	0	522	513	0	422	38	4
7	0	0	1	0	505	475	0	790	39	4
8	0	0	1	0	517	493	0	440	39	4
9	0	0	1	0	504	483	0	975	39	4
10	0	0	1	0	514	515	0	444	38	4
11	0	0	1	0	518	505	0	620	39	4
12	0	0	1	0	515	538	0	396	39	4
13	0	0	1	0	498	497	0	591	39	4
14	0	0	1	0	519	518	0	396	38	4
15	0	0	1	0	511	506	0	672	39	4
0	0	0	1	0	512	505	0	407	39	4
1	0	0	1	0	510	510	0	778	39	4
2	0	0	1	0	521	523	0	408	38	4
3	0	0	1	0	508	525	0	739	39	4
4	0	0	1	0	509	550	0	404	39	4
5	0	0	1	0	515	482	0	798	39	4
6	0	0	1	0	516	525	0	384	38	4
7	0	0	1	0	511	491	0	550	39	4
8	0	0	1	0	525	484	0	368	39	4
9	0	0	1	0	510	532	0	643	39	4
10	0	0	1	0	516	497	0	386	38	4
11	0	0	1	0	504	508	0	659	39	4
