nSeq	I1	I2	O1	O2	A1	A2	A3	A4	A5	A6
12	0	0	1	0	515	437	0	516	38	0
13	0	0	1	0	518	453	0	511	38	0
14	0	0	1	0	522	446	0	512	38	0
15	0	0	1	0	520	446	0	510	38	0
0	0	0	1	0	514	445	0	514	38	0
1	0	0	1	0	521	458	0	516	38	0
2	0	0	1	0	514	463	0	505	38	0
3	0	0	1	0	513	470	0	515	38	0
4	0	0	1	0	518	470	0	518	38	0
5	0	0	1	0	513	501	0	511	38	0
6	0	0	1	0	515	473	0	510	38	0
7	0	0	1	0	514	514	0	508	38	0
8	0	0	1	0	519	499	0	512	38	0
9	0	0	1	0	515	496	0	511	38	0
10	0	0	1	0	517	505	0	522	38	0
11	0	0	1	0	511	513	0	513	38	0
12	0	0	1	0	511	509	0	512	38	0
13	0	0	1	0	517	527	0	506	38	0
14	0	0	1	0	505	500	0	512	38	0
15	0	0	1	0	515	527	0	517	38	0
0	0	0	1	0	514	517	0	512	38	0
1	0	0	1	0	517	518	0	516	38	0
2	0	0	1	0	516	516	0	521	38	0
3	0	0	1	0	523	523	0	512	38	0
4	0	0	1	0	521	515	0	513	38	0
5	0	0	1	0	515	533	0	518	38	0
6	0	0	1	0	515	515	0	515	38	0
7	0	0	1	0	513	529	0	508	39	0
8	0	0	1	0	520	538	0	517	38	0
9	0	0	1	0	521	522	0	515	38	0
10	0	0	1	0	516	537	0	519	38	0
11	0	0	1	0	509	508	0	511	38	0
12	0	0	1	0	521	510	0	514	38	0
13	0	0	1	0	520	517	0	512	38	0
14	0	0	1	0	512	494	0	526	38	0
15	0	0	1	0	519	523	0	516	38	0
0	0	0	1	0	510	504	0	515	38	0
1	0	0	1	0	516	513	0	515	38	0
2	0	0	1	0	515	498	0	510	39	0
3	0	0	1	0	514	498	0	516	38	0
4	0	0	1	0	520	478	0	515	38	0
5	0	0	1	0	511	681	0	513	38	0
6	0	0	1	0	517	836	0	515	38	0
7	0	0	1	0	513	669	0	516	38	0
8	0	0	1	0	520	382	0	513	38	0
9	0	0	1	0	513	423	0	510	38	0
10	0	0	1	0	512	472	0	513	38	0
11	0	0	1	0	518	475	0	509	38	0
12	0	0	1	0	519	492	0	513	38	0
13	0	0	1	0	511	495	0	510	38	0
14	0	0	1	0	515	503	0	513	38	0
15	0	0	1	0	515	511	0	515	38	0
0	0	0	1	0	516	503	0	511	38	0
1	0	0	1	0	514	524	0	508	38	0
2	0	0	1	0	511	505	0	509	38	0
3	0	0	1	0	518	512	0	512	38	0
4	0	0	1	0	508	515	0	512	38	0
5	0	0	1	0	521	547	0	511	38	0
6	0	0	1	0	519	536	0	512	38	0
7	0	0	1	0	514	559	0	512	38	0
8	0	0	1	0	515	544	0	512	38	0
9	0	0	1	0	508	568	0	512	38	0
10	0	0	1	0	508	601	0	520	38	0
11	0	0	1	0	517	564	0	519	38	0
12	0	0	1	0	518	587	0	516	38	0
13	0	0	1	0	511	588	0	517	38	0
14	0	0	1	0	519	570	0	518	38	0
15	0	0	1	0	516	552	0	510	38	0
0	0	0	1	0	523	505	0	512	38	0
1	0	0	1	0	516	489	0	515	38	0
2	0	0	1	0	515	484	0	508	38	0
3	0	0	1	0	513	468	0	508	38	0
4	0	0	1	0	515	435	0	509	38	0
5	0	0	1	0	519	451	0	515	38	0
6	0	0	1	0	515	442	0	512	38	0
7	0	0	1	0	515	454	0	520	38	0
8	0	0	1	0	513	449	0	511	38	0
9	0	0	1	0	513	455	0	507	38	0
10	0	0	1	0	515	465	0	505	38	0
11	0	0	1	0	514	481	0	506	38	0
12	0	0	1	0	521	455	0	506	38	0
13	0	0	1	0	515	485	0	509	38	0
14	0	0	1	0	518	499	0	508	38	0
15	0	0	1	0	514	484	0	513	39	0
0	0	0	1	0	520	519	0	509	38	0
1	0	0	1	0	515	507	0	514	39	0
2	0	0	1	0	518	494	0	512	38	0
3	0	0	1	0	522	498	0	513	38	0
4	0	0	1	0	520	515	0	502	38	0
5	0	0	1	0	514	514	0	499	38	0
6	0	0	1	0	519	516	0	507	38	0
7	0	0	1	0	514	514	0	508	38	0
8	0	0	1	0	516	503	0	509	38	0
9	0	0	1	0	517	533	0	515	38	0
10	0	0	1	0	520	504	0	511	38	0
11	0	0	1	0	514	516	0	510	38	0
12	0	0	1	0	514	512	0	503	38	0
13	0	0	1	0	514	521	0	506	38	0
14	0	0	1	0	514	527	0	504	38	0
15	0	0	1	0	516	535	0	514	38	0
0	0	0	1	0	514	517	0	516	38	0
1	0	0	1	0	517	543	0	518	38	0
2	0	0	1	0	514	480	0	518	38	0
3	0	0	1	0	509	530	0	516	38	0
4	0	0	1	0	515	526	0	514	38	0
5	0	0	1	0	518	515	0	511	38	0
6	0	0	1	0	519	489	0	508	38	0
7	0	0	1	0	514	514	0	518	38	0
8	0	0	1	0	521	518	0	518	38	0
9	0	0	1	0	513	536	0	516	38	0
10	0	0	1	0	508	443	0	515	38	0
11	0	0	1	0	523	500	0	510	38	0
12	0	0	1	0	517	649	0	515	38	0
13	0	0	1	0	517	856	0	514	38	0
14	0	0	1	0	516	639	0	515	38	0
15	0	0	1	0	505	411	0	513	38	0
0	0	0	1	0	512	417	0	505	38	0
1	0	0	1	0	513	476	0	516	38	0
2	0	0	1	0	514	493	0	513	38	0
3	0	0	1	0	506	478	0	511	38	0
4	0	0	1	0	509	495	0	516	38	0
5	0	0	1	0	509	484	0	512	38	0
6	0	0	1	0	516	490	0	515	38	0
7	0	0	1	0	517	500	0	511	38	0
8	0	0	1	0	517	504	0	518	38	0
9	0	0	1	0	512	528	0	512	38	0
10	0	0	1	0	520	511	0	517	38	0
11	0	0	1	0	515	514	0	516	38	0
12	0	0	1	0	515	518	0	510	38	0
13	0	0	1	0	514	529	0	513	38	0
14	0	0	1	0	521	548	0	510	38	0
15	0	0	1	0	512	554	0	513	38	0
0	0	0	1	0	521	549	0	513	38	0
1	0	0	1	0	512	590	0	518	38	0
2	0	0	1	0	513	600	0	513	38	0
3	0	0	1	0	513	592	0	514	38	0
4	0	0	1	0	513	577	0	515	38	0
5	0	0	1	0	512	574	0	518	38	0
6	0	0	1	0	514	534	0	515	38	0
7	0	0	1	0	512	516	0	516	38	0
8	0	0	1	0	515	490	0	515	38	0
9	0	0	1	0	515	476	0	508	38	0
10	0	0	1	0	513	462	0	508	38	0
11	0	0	1	0	515	457	0	513	38	0
12	0	0	1	0	526	460	0	510	38	0
13	0	0	1	0	507	430	0	512	38	0
14	0	0	1	0	512	444	0	512	39	0
15	0	0	1	0	516	469	0	530	38	0
0	0	0	1	0	519	445	0	517	38	0
1	0	0	1	0	516	483	0	512	38	0
2	0	0	1	0	519	457	0	511	38	0
3	0	0	1	0	515	471	0	515	38	0
4	0	0	1	0	514	477	0	515	38	0
5	0	0	1	0	516	508	0	512	38	0
6	0	0	1	0	519	495	0	519	39	0
7	0	0	1	0	515	529	0	511	39	0
8	0	0	1	0	514	479	0	518	38	0
9	0	0	1	0	517	515	0	521	38	0
10	0	0	1	0	512	507	0	514	38	0
11	0	0	1	0	516	505	0	519	38	0
12	0	0	1	0	517	499	0	517	38	0
13	0	0	1	0	515	512	0	517	38	0
14	0	0	1	0	514	504	0	511	38	0
15	0	0	1	0	511	517	0	516	39	0
0	0	0	1	0	516	522	0	516	38	0
1	0	0	1	0	516	504	0	514	39	0
2	0	0	1	0	516	502	0	514	38	0
3	0	0	1	0	514	536	0	513	38	0
4	0	0	1	0	518	517	0	520	38	0
5	0	0	1	0	518	532	0	521	39	0
6	0	0	1	0	517	515	0	515	38	0
7	0	0	1	0	511	515	0	516	39	0
8	0	0	1	0	518	527	0	513	38	0
9	0	0	1	0	511	540	0	516	38	0
10	0	0	1	0	515	516	0	513	38	0
11	0	0	1	0	521	515	0	511	38	0
12	0	0	1	0	513	484	0	512	38	0
13	0	0	1	0	523	509	0	512	39	0
14	0	0	1	0	519	496	0	514	38	0
15	0	0	1	0	514	500	0	511	38	0
0	0	0	1	0	519	521	0	513	38	0
1	0	0	1	0	504	530	0	515	38	0
2	0	0	1	0	512	484	0	507	38	0
3	0	0	1	0	518	452	0	510	39	0
4	0	0	1	0	519	559	0	515	38	0
5	0	0	1	0	513	745	0	530	38	0
6	0	0	1	0	513	774	0	509	38	0
7	0	0	1	0	512	540	0	510	39	0
8	0	0	1	0	516	385	0	513	38	0
9	0	0	1	0	518	442	0	512	38	0
10	0	0	1	0	514	460	0	510	38	0
11	0	0	1	0	515	486	0	512	38	0
12	0	0	1	0	513	475	0	509	38	0
13	0	0	1	0	515	500	0	508	38	0
14	0	0	1	0	515	470	0	514	38	0
15	0	0	1	0	514	524	0	512	38	0
0	0	0	1	0	519	499	0	511	38	0
1	0	0	1	0	515	514	0	508	38	0
2	0	0	1	0	519	502	0	519	38	0
3	0	0	1	0	512	528	0	511	38	0
4	0	0	1	0	516	525	0	509	38	0
5	0	0	1	0	514	529	0	516	38	0
6	0	0	1	0	512	528	0	513	38	0
7	0	0	1	0	513	541	0	513	38	0
8	0	0	1	0	515	551	0	515	38	0
9	0	0	1	0	511	580	0	516	38	0
10	0	0	1	0	515	553	0	514	38	0
11	0	0	1	0	516	588	0	510	38	0
12	0	0	1	0	518	579	0	510	38	0
13	0	0	1	0	515	600	0	516	38	0
14	0	0	1	0	510	564	0	515	38	0
15	0	0	1	0	516	536	0	519	38	0
0	0	0	1	0	521	508	0	519	38	0
1	0	0	1	0	515	504	0	518	38	0
2	0	0	1	0	513	463	0	513	38	0
3	0	0	1	0	514	450	0	516	38	0
4	0	0	1	0	515	439	0	511	38	0
5	0	0	1	0	516	453	0	514	38	0
6	0	0	1	0	517	433	0	519	38	0
7	0	0	1	0	515	456	0	509	38	0
8	0	0	1	0	516	433	0	513	38	0
9	0	0	1	0	512	467	0	513	38	0
10	0	0	1	0	518	458	0	515	38	0
11	0	0	1	0	511	494	0	513	38	0
12	0	0	1	0	519	461	0	522	38	0
13	0	0	1	0	524	487	0	515	38	0
14	0	0	1	0	525	503	0	518	38	0
15	0	0	1	0	513	519	0	517	38	0
0	0	0	1	0	524	489	0	516	38	0
1	0	0	1	0	515	507	0	516	38	0
2	0	0	1	0	511	504	0	513	38	0
3	0	0	1	0	519	501	0	511	38	0
4	0	0	1	0	507	516	0	510	38	0
5	0	0	1	0	511	519	0	515	38	0
6	0	0	1	0	516	497	0	515	38	0
7	0	0	1	0	519	529	0	521	38	0
8	0	0	1	0	515	487	0	516	38	0
9	0	0	1	0	525	521	0	510	38	0
10	0	0	1	0	511	501	0	514	38	0
11	0	0	1	0	518	545	0	516	38	0
12	0	0	1	0	508	502	0	514	38	0
13	0	0	1	0	514	522	0	511	38	0
14	0	0	1	0	513	499	0	510	38	0
15	0	0	1	0	518	548	0	518	38	0
0	0	0	1	0	507	515	0	512	38	0
1	0	0	1	0	518	545	0	512	38	0
2	0	0	1	0	511	501	0	521	38	0
3	0	0	1	0	514	518	0	517	38	0
4	0	0	1	0	520	511	0	512	38	0
5	0	0	1	0	520	515	0	519	38	0
6	0	0	1	0	514	500	0	518	38	0
7	0	0	1	0	513	510	0	519	38	0
8	0	0	1	0	514	506	0	520	38	0
9	0	0	1	0	518	506	0	512	38	0
10	0	0	1	0	516	465	0	513	38	0
11	0	0	1	0	512	532	0	510	39	0
12	0	0	1	0	516	699	0	519	38	0
13	0	0	1	0	518	829	0	512	38	0
14	0	0	1	0	512	577	0	515	38	0
15	0	0	1	0	513	399	0	519	38	0
0	0	0	1	0	516	416	0	518	38	0
1	0	0	1	0	508	487	0	518	38	0
2	0	0	1	0	514	487	0	508	38	0
3	0	0	1	0	513	481	0	513	38	0
4	0	0	1	0	512	462	0	517	38	0
5	0	0	1	0	518	512	0	522	38	0
6	0	0	1	0	520	502	0	512	38	0
7	0	0	1	0	514	510	0	512	38	0
8	0	0	1	0	518	507	0	515	38	0
9	0	0	1	0	512	523	0	513	38	0
10	0	0	1	0	513	504	0	521	38	0
11	0	0	1	0	526	529	0	516	38	0
12	0	0	1	0	511	508	0	519	38	0
13	0	0	1	0	518	572	0	515	39	0
14	0	0	1	0	522	515	0	513	38	0
15	0	0	1	0	521	557	0	512	38	0
0	0	0	1	0	515	568	0	528	38	0
1	0	0	1	0	510	590	0	517	38	0
2	0	0	1	0	518	581	0	519	38	0
3	0	0	1	0	516	579	0	511	39	0
4	0	0	1	0	508	573	0	506	38	0
5	0	0	1	0	515	576	0	510	38	0
6	0	0	1	0	521	548	0	516	38	0
7	0	0	1	0	521	525	0	516	38	0
8	0	0	1	0	514	489	0	512	38	0
9	0	0	1	0	520	475	0	512	38	0
10	0	0	1	0	521	464	0	510	38	0
11	0	0	1	0	515	460	0	509	38	0
12	0	0	1	0	512	414	0	509	38	0
13	0	0	1	0	507	452	0	515	38	0
14	0	0	1	0	520	433	0	511	38	0
15	0	0	1	0	513	472	0	507	38	0
0	0	0	1	0	520	451	0	512	38	0
1	0	0	1	0	513	473	0	503	38	0
2	0	0	1	0	511	476	0	508	38	0
3	0	0	1	0	512	469	0	504	38	0
4	0	0	1	0	508	460	0	504	38	0
5	0	0	1	0	515	515	0	512	38	0
6	0	0	1	0	518	465	0	511	38	0
7	0	0	1	0	514	477	0	507	38	0
8	0	0	1	0	515	502	0	510	38	0
9	0	0	1	0	512	508	0	509	38	0
10	0	0	1	0	510	505	0	508	38	0
11	0	0	1	0	514	517	0	511	38	0
12	0	0	1	0	511	507	0	510	38	0
13	0	0	1	0	523	533	0	519	38	0
14	0	0	1	0	512	480	0	515	39	0
15	0	0	1	0	510	511	0	508	39	0
0	0	0	1	0	515	502	0	515	39	0
1	0	0	1	0	511	516	0	516	39	0
2	0	0	1	0	512	514	0	515	39	0
3	0	0	1	0	519	527	0	516	38	0
4	0	0	1	0	507	515	0	519	38	0
5	0	0	1	0	513	543	0	522	38	0
6	0	0	1	0	517	508	0	515	38	0
7	0	0	1	0	515	511	0	514	38	0
8	0	0	1	0	518	527	0	519	38	0
9	0	0	1	0	513	530	0	520	38	0
10	0	0	1	0	513	527	0	523	38	0
11	0	0	1	0	521	521	0	518	38	0
12	0	0	1	0	516	497	0	518	38	0
13	0	0	1	0	513	514	0	515	38	0
14	0	0	1	0	515	513	0	523	38	0
15	0	0	1	0	504	532	0	517	38	0
0	0	0	1	0	519	508	0	515	38	0
1	0	0	1	0	519	493	0	523	38	0
2	0	0	1	0	519	511	0	515	38	0
3	0	0	1	0	518	513	0	520	38	0
4	0	0	1	0	513	464	0	510	38	0
5	0	0	1	0	512	487	0	510	39	0
6	0	0	1	0	511	639	0	512	38	0
7	0	0	1	0	511	828	0	519	38	0
8	0	0	1	0	515	685	0	520	38	0
9	0	0	1	0	517	432	0	515	38	0
10	0	0	1	0	508	408	0	516	38	0
11	0	0	1	0	516	461	0	516	38	0
12	0	0	1	0	506	497	0	512	38	0
13	0	0	1	0	517	504	0	514	38	0
14	0	0	1	0	515	460	0	514	38	0
15	0	0	1	0	513	498	0	513	38	0
0	0	0	1	0	523	478	0	513	38	0
1	0	0	1	0	522	509	0	516	38	0
2	0	0	1	0	516	517	0	504	38	0
3	0	0	1	0	521	539	0	509	38	0
4	0	0	1	0	520	510	0	516	38	0
5	0	0	1	0	511	510	0	509	38	0
6	0	0	1	0	515	526	0	508	38	0
7	0	0	1	0	513	542	0	506	38	0
8	0	0	1	0	516	517	0	515	38	0
9	0	0	1	0	518	537	0	509	38	0
10	0	0	1	0	518	547	0	514	38	0
11	0	0	1	0	509	566	0	524	39	0
12	0	0	1	0	518	576	0	517	39	0
13	0	0	1	0	512	585	0	530	39	0
14	0	0	1	0	515	577	0	509	39	0
15	0	0	1	0	521	583	0	523	39	0
0	0	0	1	0	518	544	0	518	38	0
1	0	0	1	0	515	524	0	519	38	0
2	0	0	1	0	511	494	0	512	38	0
3	0	0	1	0	517	483	0	518	38	0
4	0	0	1	0	517	444	0	510	38	0
5	0	0	1	0	514	465	0	518	38	0
6	0	0	1	0	511	437	0	520	38	0
7	0	0	1	0	520	431	0	513	38	0
8	0	0	1	0	508	433	0	511	38	0
9	0	0	1	0	514	483	0	511	38	0
10	0	0	1	0	516	448	0	514	38	0
11	0	0	1	0	518	478	0	512	38	0
12	0	0	1	0	515	454	0	508	38	0
13	0	0	1	0	521	496	0	517	38	0
14	0	0	1	0	514	471	0	502	38	0
15	0	0	1	0	513	514	0	513	38	0
0	0	0	1	0	510	472	0	518	38	0
1	0	0	1	0	516	508	0	519	38	0
2	0	0	1	0	512	513	0	513	38	0
3	0	0	1	0	506	516	0	518	38	0
4	0	0	1	0	517	502	0	516	38	0
5	0	0	1	0	515	519	0	511	38	0
6	0	0	1	0	511	507	0	510	38	0
7	0	0	1	0	514	528	0	512	38	0
8	0	0	1	0	514	509	0	516	38	0
9	0	0	1	0	513	524	0	511	38	0
10	0	0	1	0	512	491	0	515	38	0
11	0	0	1	0	515	546	0	519	38	0
12	0	0	1	0	517	500	0	511	38	0
13	0	0	1	0	513	528	0	516	38	0
14	0	0	1	0	521	511	0	512	38	0
15	0	0	1	0	511	521	0	510	38	0
0	0	0	1	0	515	522	0	509	38	0
1	0	0	1	0	520	545	0	512	38	0
2	0	0	1	0	503	521	0	507	38	0
3	0	0	1	0	517	536	0	515	38	0
4	0	0	1	0	514	519	0	514	38	0
5	0	0	1	0	515	535	0	515	38	0
6	0	0	1	0	513	516	0	511	38	0
7	0	0	1	0	505	512	0	511	38	0
8	0	0	1	0	514	505	0	513	38	0
9	0	0	1	0	522	519	0	508	38	0
10	0	0	1	0	516	491	0	510	38	0
11	0	0	1	0	510	505	0	515	38	0
12	0	0	1	0	521	517	0	509	38	0
13	0	0	1	0	516	520	0	513	38	0
14	0	0	1	0	511	493	0	519	38	0
15	0	0	1	0	518	479	0	517	38	0
0	0	0	1	0	514	539	0	513	38	0
1	0	0	1	0	521	727	0	511	38	0
2	0	0	1	0	520	806	0	512	38	0
3	0	0	1	0	513	583	0	509	38	0
4	0	0	1	0	516	362	0	510	38	0
5	0	0	1	0	518	440	0	509	38	0
6	0	0	1	0	514	473	0	513	38	0
7	0	0	1	0	521	492	0	511	38	0
8	0	0	1	0	518	475	0	511	38	0
9	0	0	1	0	517	500	0	512	38	0
10	0	0	1	0	520	496	0	511	38	0
11	0	0	1	0	519	500	0	507	38	0
12	0	0	1	0	511	512	0	509	38	0
13	0	0	1	0	517	518	0	517	38	0
14	0	0	1	0	516	510	0	515	38	0
15	0	0	1	0	515	534	0	514	38	0
0	0	0	1	0	517	492	0	513	38	0
1	0	0	1	0	514	540	0	517	38	0
2	0	0	1	0	520	547	0	509	38	0
3	0	0	1	0	520	544	0	513	38	0
4	0	0	1	0	516	556	0	510	38	0
5	0	0	1	0	519	574	0	516	38	0
6	0	0	1	0	516	566	0	517	38	0
7	0	0	1	0	513	590	0	515	38	0
8	0	0	1	0	511	600	0	517	38	0
9	0	0	1	0	515	580	0	520	38	0
10	0	0	1	0	513	567	0	515	38	0
11	0	0	1	0	511	549	0	513	38	0
12	0	0	1	0	513	528	0	515	38	0
13	0	0	1	0	514	507	0	514	38	0
14	0	0	1	0	514	457	0	511	38	0
15	0	0	1	0	515	480	0	518	38	0
0	0	0	1	0	519	434	0	514	38	0
1	0	0	1	0	519	457	0	515	38	0
2	0	0	1	0	510	441	0	514	38	0
3	0	0	1	0	512	461	0	515	38	0
4	0	0	1	0	513	458	0	518	38	0
5	0	0	1	0	520	470	0	520	38	0
6	0	0	1	0	516	448	0	511	38	0
7	0	0	1	0	508	497	0	514	38	0
8	0	0	1	0	517	465	0	514	38	0
9	0	0	1	0	513	495	0	514	38	0
10	0	0	1	0	515	474	0	515	38	0
11	0	0	1	0	519	505	0	515	38	0
12	0	0	1	0	516	476	0	515	38	0
13	0	0	1	0	512	515	0	513	38	0
14	0	0	1	0	511	505	0	508	38	0
15	0	0	1	0	507	528	0	511	38	0
0	0	0	1	0	515	498	0	514	38	0
1	0	0	1	0	515	492	0	519	38	0
2	0	0	1	0	511	516	0	515	38	0
3	0	0	1	0	521	516	0	519	38	0
4	0	0	1	0	515	499	0	519	38	0
5	0	0	1	0	514	527	0	507	38	0
6	0	0	1	0	512	534	0	508	38	0
7	0	0	1	0	515	539	0	514	38	0
8	0	0	1	0	518	507	0	515	38	0
9	0	0	1	0	513	526	0	509	38	0
10	0	0	1	0	507	509	0	513	38	0
11	0	0	1	0	510	519	0	519	38	0
12	0	0	1	0	514	522	0	514	38	0
13	0	0	1	0	512	539	0	509	38	0
14	0	0	1	0	518	514	0	509	38	0
15	0	0	1	0	513	538	0	513	38	0
0	0	0	1	0	517	523	0	511	38	0
1	0	0	1	0	519	545	0	508	38	0
2	0	0	1	0	513	529	0	509	38	0
3	0	0	1	0	515	507	0	511	38	0
4	0	0	1	0	513	490	0	514	38	0
5	0	0	1	0	513	523	0	517	38	0
6	0	0	1	0	519	483	0	510	38	0
7	0	0	1	0	515	523	0	512	38	0
8	0	0	1	0	510	508	0	510	38	0
9	0	0	1	0	505	515	0	509	38	0
10	0	0	1	0	516	515	0	512	38	0
11	0	0	1	0	515	492	0	511	38	0
12	0	0	1	0	515	453	0	507	38	0
13	0	0	1	0	518	617	0	511	38	0
14	0	0	1	0	519	787	0	513	38	0
15	0	0	1	0	516	745	0	511	38	0
0	0	0	1	0	515	452	0	514	38	0
1	0	0	1	0	510	416	0	513	38	0
2	0	0	1	0	521	437	0	515	38	0
3	0	0	1	0	514	519	0	513	38	0
4	0	0	1	0	518	468	0	511	38	0
5	0	0	1	0	521	481	0	509	38	0
6	0	0	1	0	516	480	0	506	38	0
7	0	0	1	0	518	512	0	516	38	0
8	0	0	1	0	518	489	0	508	38	0
9	0	0	1	0	515	515	0	512	38	0
10	0	0	1	0	513	490	0	513	38	0
11	0	0	1	0	516	508	0	508	38	0
12	0	0	1	0	514	509	0	510	38	0
13	0	0	1	0	518	539	0	532	38	0
14	0	0	1	0	518	508	0	513	38	0
15	0	0	1	0	514	553	0	508	38	0
0	0	0	1	0	518	526	0	512	38	0
1	0	0	1	0	515	588	0	523	38	0
2	0	0	1	0	515	559	0	511	38	0
3	0	0	1	0	516	582	0	515	38	0
4	0	0	1	0	515	564	0	514	38	0
5	0	0	1	0	516	604	0	508	38	0
6	0	0	1	0	516	569	0	510	38	0
7	0	0	1	0	516	562	0	515	38	0
8	0	0	1	0	509	529	0	516	38	0
9	0	0	1	0	513	506	0	513	38	0
10	0	0	1	0	515	487	0	507	38	0
11	0	0	1	0	513	469	0	520	38	0
12	0	0	1	0	512	450	0	512	38	0
13	0	0	1	0	510	454	0	507	38	0
14	0	0	1	0	516	430	0	511	38	0
15	0	0	1	0	512	464	0	515	38	0
0	0	0	1	0	519	430	0	516	38	0
1	0	0	1	0	514	462	0	511	38	0
2	0	0	1	0	509	459	0	520	38	0
3	0	0	1	0	519	484	0	517	38	0
4	0	0	1	0	510	479	0	512	38	0
5	0	0	1	0	516	486	0	532	38	0
6	0	0	1	0	516	481	0	515	38	0
7	0	0	1	0	511	493	0	513	38	0
8	0	0	1	0	510	491	0	513	38	0
9	0	0	1	0	512	518	0	509	38	0
10	0	0	1	0	515	518	0	516	38	0
11	0	0	1	0	512	527	0	522	38	0
12	0	0	1	0	515	479	0	510	38	0
13	0	0	1	0	517	547	0	515	38	0
14	0	0	1	0	520	521	0	509	38	0
15	0	0	1	0	516	504	0	518	38	0
0	0	0	1	0	521	514	0	514	38	0
1	0	0	1	0	516	529	0	517	38	0
2	0	0	1	0	515	524	0	509	38	0
3	0	0	1	0	515	529	0	515	38	0
4	0	0	1	0	514	502	0	518	38	0
5	0	0	1	0	515	528	0	513	38	0
6	0	0	1	0	514	512	0	518	38	0
7	0	0	1	0	511	519	0	512	38	0
8	0	0	1	0	515	518	0	513	38	0
9	0	0	1	0	516	529	0	511	38	0
10	0	0	1	0	519	514	0	510	38	0
11	0	0	1	0	516	538	0	512	38	0
12	0	0	1	0	515	509	0	515	38	0
13	0	0	1	0	519	561	0	517	38	0
14	0	0	1	0	515	519	0	513	38	0
15	0	0	1	0	520	530	0	512	38	0
0	0	0	1	0	520	504	0	516	38	0
1	0	0	1	0	513	516	0	509	38	0
2	0	0	1	0	518	508	0	498	38	0
3	0	0	1	0	508	505	0	511	38	0
4	0	0	1	0	515	509	0	513	38	0
5	0	0	1	0	518	516	0	513	38	0
6	0	0	1	0	512	498	0	513	38	0
7	0	0	1	0	514	543	0	513	38	0
8	0	0	1	0	514	464	0	510	38	0
9	0	0	1	0	523	468	0	513	38	0
10	0	0	1	0	519	616	0	516	38	0
11	0	0	1	0	516	811	0	524	38	0
12	0	0	1	0	508	697	0	519	38	0
13	0	0	1	0	521	420	0	512	38	0
14	0	0	1	0	515	391	0	511	38	0
15	0	0	1	0	511	467	0	512	38	0
0	0	0	1	0	519	476	0	515	38	0
1	0	0	1	0	521	470	0	511	38	0
2	0	0	1	0	519	475	0	514	38	0
3	0	0	1	0	519	505	0	512	38	0
4	0	0	1	0	516	494	0	507	38	0
5	0	0	1	0	516	498	0	510	38	0
6	0	0	1	0	519	467	0	511	38	0
7	0	0	1	0	508	512	0	514	38	0
8	0	0	1	0	513	503	0	515	38	0
9	0	0	1	0	516	514	0	513	38	0
10	0	0	1	0	508	497	0	508	38	0
11	0	0	1	0	513	554	0	514	38	0
12	0	0	1	0	517	537	0	518	38	0
13	0	0	1	0	509	551	0	516	38	0
14	0	0	1	0	507	553	0	508	38	0
15	0	0	1	0	517	564	0	513	38	0
0	0	0	1	0	513	560	0	518	38	0
1	0	0	1	0	518	587	0	514	38	0
2	0	0	1	0	518	571	0	507	38	0
3	0	0	1	0	514	591	0	512	38	0
4	0	0	1	0	513	514	0	507	38	0
5	0	0	1	0	512	542	0	510	38	0
6	0	0	1	0	520	499	0	509	39	0
7	0	0	1	0	514	503	0	515	39	0
8	0	0	1	0	516	466	0	511	38	0
9	0	0	1	0	512	457	0	515	38	0
10	0	0	1	0	516	415	0	513	38	0
11	0	0	1	0	514	434	0	519	38	0
12	0	0	1	0	524	446	0	511	38	0
13	0	0	1	0	505	458	0	513	38	0
14	0	0	1	0	518	440	0	506	38	0
15	0	0	1	0	508	479	0	517	38	0
0	0	0	1	0	519	468	0	514	38	0
1	0	0	1	0	517	510	0	512	38	0
2	0	0	1	0	512	469	0	508	38	0
3	0	0	1	0	515	478	0	506	38	0
4	0	0	1	0	514	468	0	523	38	0
5	0	0	1	0	516	503	0	513	38	0
6	0	0	1	0	516	501	0	504	38	0
7	0	0	1	0	508	519	0	509	38	0
8	0	0	1	0	522	496	0	510	38	0
9	0	0	1	0	516	518	0	512	38	0
10	0	0	1	0	523	506	0	509	38	0
11	0	0	1	0	511	512	0	503	38	0
12	0	0	1	0	517	497	0	510	38	0
13	0	0	1	0	514	537	0	514	38	0
14	0	0	1	0	514	494	0	511	38	0
15	0	0	1	0	513	523	0	511	38	0
0	0	0	1	0	519	507	0	511	38	0
1	0	0	1	0	520	528	0	513	38	0
2	0	0	1	0	525	518	0	517	38	0
3	0	0	1	0	518	502	0	513	38	0
4	0	0	1	0	518	524	0	518	38	0
5	0	0	1	0	514	536	0	517	38	0
6	0	0	1	0	518	495	0	514	38	0
7	0	0	1	0	516	562	0	512	38	0
8	0	0	1	0	519	507	0	510	38	0
9	0	0	1	0	515	548	0	514	38	0
10	0	0	1	0	521	527	0	518	38	0
11	0	0	1	0	519	525	0	515	38	0
12	0	0	1	0	515	521	0	519	38	0
13	0	0	1	0	516	507	0	517	38	0
14	0	0	1	0	511	510	0	514	38	0
15	0	0	1	0	520	527	0	516	38	0
0	0	0	1	0	510	485	0	515	38	0
1	0	0	1	0	513	519	0	510	38	0
2	0	0	1	0	511	500	0	514	38	0
3	0	0	1	0	518	515	0	511	38	0
4	0	0	1	0	513	452	0	515	38	0
5	0	0	1	0	526	550	0	516	38	0
