nSeq	I1	I2	O1	O2	A1	A2	A3	A4	A5	A6
9	0	0	1	0	519	461	0	515	38	0
10	0	0	1	0	513	450	0	512	38	0
11	0	0	1	0	527	494	0	515	38	0
12	0	0	1	0	518	479	0	516	38	0
13	0	0	1	0	515	510	0	520	39	0
14	0	0	1	0	522	491	0	523	39	0
15	0	0	1	0	520	508	0	514	39	0
0	0	0	1	0	513	551	0	516	38	0
1	0	0	1	0	512	534	0	511	39	0
2	0	0	1	0	514	505	0	517	39	0
3	0	0	1	0	518	536	0	509	39	0
4	0	0	1	0	511	545	0	519	38	0
5	0	0	1	0	511	551	0	515	39	0
6	0	0	1	0	521	535	0	514	39	0
7	0	0	1	0	515	551	0	508	39	0
8	0	0	1	0	508	533	0	515	39	0
9	0	0	1	0	524	521	0	514	39	0
10	0	0	1	0	519	521	0	517	39	0
11	0	0	1	0	511	493	0	519	39	0
12	0	0	1	0	514	535	0	513	38	0
13	0	0	1	0	519	500	0	508	39	0
14	0	0	1	0	514	501	0	516	38	0
15	0	0	1	0	516	514	0	513	38	0
0	0	0	1	0	517	515	0	513	38	0
1	0	0	1	0	519	487	0	511	38	0
2	0	0	1	0	516	481	0	517	38	0
3	0	0	1	0	512	660	0	514	38	0
4	0	0	1	0	523	911	0	514	38	0
5	0	0	1	0	519	777	0	511	38	0
6	0	0	1	0	518	395	0	507	38	0
7	0	0	1	0	521	357	0	515	38	0
8	0	0	1	0	519	409	0	514	38	0
9	0	0	1	0	515	474	0	515	38	0
10	0	0	1	0	518	466	0	518	38	0
11	0	0	1	0	518	483	0	513	38	0
12	0	0	1	0	514	482	0	515	38	0
13	0	0	1	0	513	488	0	512	38	0
14	0	0	1	0	511	481	0	508	38	0
15	0	0	1	0	512	536	0	514	38	0
0	0	0	1	0	511	477	0	506	38	0
1	0	0	1	0	515	479	0	507	38	0
2	0	0	1	0	513	537	0	512	38	0
3	0	0	1	0	513	535	0	508	38	0
4	0	0	1	0	521	531	0	508	38	0
5	0	0	1	0	511	533	0	513	38	0
6	0	0	1	0	509	547	0	511	38	0
7	0	0	1	0	510	567	0	511	38	0
8	0	0	1	0	519	564	0	511	38	0
9	0	0	1	0	512	571	0	508	38	0
10	0	0	1	0	515	586	0	510	38	0
11	0	0	1	0	513	543	0	515	38	0
12	0	0	1	0	520	606	0	511	38	0
13	0	0	1	0	517	481	0	511	39	0
14	0	0	1	0	521	535	0	505	39	0
15	0	0	1	0	516	486	0	510	39	0
0	0	0	1	0	513	481	0	514	38	0
1	0	0	1	0	518	471	0	510	38	0
2	0	0	1	0	511	450	0	513	38	0
3	0	0	1	0	523	414	0	512	38	0
4	0	0	1	0	519	426	0	511	38	0
5	0	0	1	0	517	441	0	519	39	0
6	0	0	1	0	519	456	0	516	38	0
7	0	0	1	0	513	434	0	523	38	0
8	0	0	1	0	513	460	0	519	38	0
9	0	0	1	0	513	484	0	516	38	0
10	0	0	1	0	519	440	0	510	38	0
11	0	0	1	0	513	472	0	511	38	0
12	0	0	1	0	512	479	0	512	38	0
13	0	0	1	0	520	488	0	515	39	0
14	0	0	1	0	515	488	0	512	39	0
15	0	0	1	0	516	503	0	518	39	0
0	0	0	1	0	521	489	0	512	38	0
1	0	0	1	0	512	504	0	514	38	0
2	0	0	1	0	519	508	0	512	38	0
3	0	0	1	0	519	511	0	511	39	0
4	0	0	1	0	508	509	0	511	39	0
5	0	0	1	0	514	531	0	512	39	0
6	0	0	1	0	518	535	0	510	39	0
7	0	0	1	0	512	547	0	514	39	0
8	0	0	1	0	519	510	0	525	38	0
9	0	0	1	0	519	513	0	519	39	0
10	0	0	1	0	513	481	0	513	38	0
11	0	0	1	0	519	506	0	502	38	0
12	0	0	1	0	518	561	0	507	38	0
13	0	0	1	0	519	500	0	507	38	0
14	0	0	1	0	518	504	0	509	38	0
15	0	0	1	0	515	520	0	513	38	0
0	0	0	1	0	514	483	0	512	38	0
1	0	0	1	0	517	480	0	518	38	0
2	0	0	1	0	520	658	0	518	38	0
3	0	0	1	0	515	855	0	516	38	0
4	0	0	1	0	513	698	0	519	38	0
5	0	0	1	0	517	387	0	515	38	0
6	0	0	1	0	516	377	0	507	38	0
7	0	0	1	0	520	479	0	510	39	0
8	0	0	1	0	521	501	0	514	39	0
9	0	0	1	0	513	478	0	511	39	0
10	0	0	1	0	514	480	0	516	38	0
11	0	0	1	0	517	492	0	515	38	0
12	0	0	1	0	522	474	0	513	38	0
13	0	0	1	0	515	530	0	511	38	0
14	0	0	1	0	517	511	0	508	38	0
15	0	0	1	0	516	537	0	514	38	0
0	0	0	1	0	515	489	0	517	38	0
1	0	0	1	0	511	520	0	516	38	0
2	0	0	1	0	520	542	0	512	39	0
3	0	0	1	0	517	519	0	513	39	0
4	0	0	1	0	521	569	0	512	38	0
5	0	0	1	0	509	548	0	518	38	0
6	0	0	1	0	514	554	0	512	38	0
7	0	0	1	0	517	565	0	513	38	0
8	0	0	1	0	513	611	0	521	38	0
9	0	0	1	0	508	557	0	518	38	0
10	0	0	1	0	515	602	0	515	38	0
11	0	0	1	0	513	551	0	513	39	0
12	0	0	1	0	519	537	0	510	38	0
13	0	0	1	0	512	522	0	514	38	0
14	0	0	1	0	509	488	0	519	38	0
15	0	0	1	0	516	432	0	525	38	0
0	0	0	1	0	521	496	0	513	38	0
1	0	0	1	0	516	430	0	515	38	0
2	0	0	1	0	522	460	0	515	38	0
3	0	0	1	0	515	484	0	516	38	0
4	0	0	1	0	521	433	0	515	38	0
5	0	0	1	0	520	415	0	518	38	0
6	0	0	1	0	515	477	0	511	38	0
7	0	0	1	0	514	467	0	517	38	0
8	0	0	1	0	515	470	0	515	38	0
9	0	0	1	0	515	505	0	513	38	0
10	0	0	1	0	517	500	0	524	38	0
11	0	0	1	0	515	506	0	516	38	0
12	0	0	1	0	518	515	0	516	38	0
13	0	0	1	0	511	479	0	515	38	0
14	0	0	1	0	512	493	0	510	38	0
15	0	0	1	0	510	504	0	517	38	0
0	0	0	1	0	515	526	0	513	38	0
1	0	0	1	0	510	519	0	509	38	0
2	0	0	1	0	509	542	0	511	38	0
3	0	0	1	0	516	542	0	512	38	0
4	0	0	1	0	516	528	0	514	38	0
5	0	0	1	0	523	502	0	514	38	0
6	0	0	1	0	517	497	0	511	38	0
7	0	0	1	0	512	503	0	512	38	0
8	0	0	1	0	509	511	0	515	38	0
9	0	0	1	0	517	486	0	519	38	0
10	0	0	1	0	515	520	0	509	38	0
11	0	0	1	0	515	500	0	507	38	0
12	0	0	1	0	515	532	0	503	38	0
13	0	0	1	0	514	481	0	511	38	0
14	0	0	1	0	520	448	0	512	38	0
15	0	0	1	0	512	626	0	521	38	0
0	0	0	1	0	516	843	0	510	38	0
1	0	0	1	0	514	846	0	508	38	0
2	0	0	1	0	515	506	0	518	38	0
3	0	0	1	0	515	366	0	511	38	0
4	0	0	1	0	512	431	0	513	38	0
5	0	0	1	0	520	462	0	511	38	0
6	0	0	1	0	518	509	0	523	38	0
7	0	0	1	0	515	490	0	514	38	0
8	0	0	1	0	515	490	0	514	38	0
9	0	0	1	0	513	500	0	515	38	0
10	0	0	1	0	511	495	0	518	38	0
11	0	0	1	0	519	513	0	514	38	0
12	0	0	1	0	518	504	0	511	38	0
13	0	0	1	0	512	541	0	519	38	0
14	0	0	1	0	512	498	0	517	38	0
15	0	0	1	0	512	520	0	508	38	0
0	0	0	1	0	519	524	0	508	38	0
1	0	0	1	0	513	529	0	514	38	0
2	0	0	1	0	512	560	0	517	38	0
3	0	0	1	0	512	597	0	506	39	0
4	0	0	1	0	513	577	0	510	38	0
5	0	0	1	0	517	584	0	519	39	0
6	0	0	1	0	518	573	0	515	38	0
7	0	0	1	0	510	555	0	513	38	0
8	0	0	1	0	518	557	0	514	38	0
9	0	0	1	0	517	542	0	508	38	0
10	0	0	1	0	519	537	0	510	38	0
11	0	0	1	0	519	480	0	508	38	0
12	0	0	1	0	515	497	0	514	38	0
13	0	0	1	0	512	494	0	511	38	0
14	0	0	1	0	512	451	0	515	38	0
15	0	0	1	0	515	427	0	517	38	0
0	0	0	1	0	516	452	0	519	38	0
1	0	0	1	0	520	430	0	511	39	0
2	0	0	1	0	517	467	0	514	37	0
3	0	0	1	0	519	464	0	518	38	0
4	0	0	1	0	520	493	0	518	38	0
5	0	0	1	0	518	444	0	528	38	0
6	0	0	1	0	510	495	0	514	38	0
7	0	0	1	0	515	509	0	519	39	0
8	0	0	1	0	521	471	0	515	38	0
9	0	0	1	0	513	452	0	510	38	0
10	0	0	1	0	515	499	0	519	38	0
11	0	0	1	0	516	504	0	523	38	0
12	0	0	1	0	509	488	0	516	38	0
13	0	0	1	0	513	537	0	517	37	0
14	0	0	1	0	514	525	0	523	37	0
15	0	0	1	0	519	518	0	525	38	0
0	0	0	1	0	515	543	0	515	38	0
1	0	0	1	0	513	515	0	518	38	0
2	0	0	1	0	512	530	0	516	38	0
3	0	0	1	0	508	474	0	525	38	0
4	0	0	1	0	513	508	0	519	38	0
5	0	0	1	0	515	540	0	524	38	0
6	0	0	1	0	512	468	0	518	38	0
7	0	0	1	0	519	509	0	523	38	0
8	0	0	1	0	519	505	0	514	38	0
9	0	0	1	0	515	521	0	516	38	0
10	0	0	1	0	518	500	0	516	38	0
11	0	0	1	0	514	444	0	512	38	0
12	0	0	1	0	516	547	0	514	38	0
13	0	0	1	0	508	745	0	515	38	0
14	0	0	1	0	516	901	0	518	38	0
15	0	0	1	0	515	607	0	516	38	0
0	0	0	1	0	518	347	0	511	38	0
1	0	0	1	0	514	403	0	519	38	0
2	0	0	1	0	513	495	0	518	38	0
3	0	0	1	0	520	477	0	522	38	0
4	0	0	1	0	515	505	0	518	38	0
5	0	0	1	0	516	461	0	515	38	0
6	0	0	1	0	519	513	0	515	38	0
7	0	0	1	0	516	479	0	512	39	0
8	0	0	1	0	513	499	0	517	39	0
9	0	0	1	0	518	526	0	514	38	0
10	0	0	1	0	514	497	0	516	38	0
11	0	0	1	0	517	504	0	524	38	0
12	0	0	1	0	519	528	0	518	38	0
13	0	0	1	0	512	555	0	515	38	0
14	0	0	1	0	512	520	0	517	38	0
15	0	0	1	0	516	542	0	523	38	0
0	0	0	1	0	522	586	0	520	38	0
1	0	0	1	0	514	574	0	524	38	0
2	0	0	1	0	520	575	0	521	38	0
3	0	0	1	0	516	595	0	515	38	0
4	0	0	1	0	510	569	0	515	38	0
5	0	0	1	0	517	587	0	508	38	0
6	0	0	1	0	517	581	0	515	38	0
7	0	0	1	0	518	524	0	519	38	0
8	0	0	1	0	526	528	0	516	38	0
9	0	0	1	0	522	463	0	512	38	0
10	0	0	1	0	512	468	0	512	38	0
11	0	0	1	0	517	463	0	512	39	0
12	0	0	1	0	522	460	0	512	39	0
13	0	0	1	0	511	438	0	510	39	0
14	0	0	1	0	512	463	0	510	39	0
15	0	0	1	0	519	457	0	509	39	0
0	0	0	1	0	525	452	0	506	38	0
1	0	0	1	0	518	473	0	508	38	0
2	0	0	1	0	513	516	0	513	39	0
3	0	0	1	0	515	457	0	516	38	0
4	0	0	1	0	519	497	0	516	38	0
5	0	0	1	0	514	490	0	515	38	0
6	0	0	1	0	516	484	0	508	38	0
7	0	0	1	0	522	499	0	513	38	0
8	0	0	1	0	510	539	0	516	38	0
9	0	0	1	0	515	499	0	509	38	0
10	0	0	1	0	514	513	0	513	38	0
11	0	0	1	0	512	527	0	518	38	0
12	0	0	1	0	517	524	0	509	38	0
13	0	0	1	0	518	514	0	509	38	0
14	0	0	1	0	515	531	0	506	38	0
15	0	0	1	0	513	533	0	513	38	0
0	0	0	1	0	518	528	0	508	38	0
1	0	0	1	0	513	487	0	500	38	0
2	0	0	1	0	517	527	0	500	38	0
3	0	0	1	0	515	523	0	510	38	0
4	0	0	1	0	515	478	0	511	38	0
5	0	0	1	0	517	502	0	508	38	0
6	0	0	1	0	511	502	0	501	38	0
7	0	0	1	0	518	525	0	508	38	0
8	0	0	1	0	516	535	0	508	38	0
9	0	0	1	0	518	466	0	506	38	0
10	0	0	1	0	521	528	0	505	38	0
11	0	0	1	0	515	739	0	507	38	0
12	0	0	1	0	519	843	0	505	38	0
13	0	0	1	0	519	587	0	510	38	0
14	0	0	1	0	515	412	0	510	38	0
15	0	0	1	0	523	424	0	512	38	0
0	0	0	1	0	517	493	0	504	38	0
1	0	0	1	0	520	472	0	502	38	0
2	0	0	1	0	519	494	0	502	38	0
3	0	0	1	0	513	460	0	512	38	0
4	0	0	1	0	515	506	0	505	38	0
5	0	0	1	0	513	516	0	513	38	0
6	0	0	1	0	512	508	0	513	38	0
7	0	0	1	0	521	513	0	508	39	0
8	0	0	1	0	515	550	0	516	38	0
9	0	0	1	0	515	523	0	512	38	0
10	0	0	1	0	519	515	0	512	38	0
11	0	0	1	0	517	557	0	515	38	0
12	0	0	1	0	510	536	0	517	38	0
13	0	0	1	0	519	532	0	519	38	0
14	0	0	1	0	512	600	0	512	38	0
15	0	0	1	0	512	530	0	513	38	0
0	0	0	1	0	511	590	0	512	38	0
1	0	0	1	0	518	599	0	518	38	0
2	0	0	1	0	517	583	0	518	38	0
3	0	0	1	0	513	571	0	516	38	0
4	0	0	1	0	518	575	0	514	38	0
5	0	0	1	0	513	530	0	512	38	0
6	0	0	1	0	514	516	0	511	38	0
7	0	0	1	0	518	478	0	519	38	0
8	0	0	1	0	517	476	0	516	38	0
9	0	0	1	0	513	463	0	523	38	0
10	0	0	1	0	516	446	0	520	38	0
11	0	0	1	0	517	465	0	517	38	0
12	0	0	1	0	516	449	0	514	38	0
13	0	0	1	0	515	465	0	521	38	0
14	0	0	1	0	517	455	0	515	38	0
15	0	0	1	0	512	455	0	511	38	0
0	0	0	1	0	514	481	0	514	38	0
1	0	0	1	0	517	494	0	513	38	0
2	0	0	1	0	513	491	0	512	38	0
3	0	0	1	0	511	492	0	505	38	0
4	0	0	1	0	511	508	0	515	38	0
5	0	0	1	0	520	489	0	515	39	0
6	0	0	1	0	512	529	0	516	38	0
7	0	0	1	0	515	519	0	513	38	0
8	0	0	1	0	519	530	0	508	38	0
9	0	0	1	0	514	505	0	507	38	0
10	0	0	1	0	518	540	0	514	38	0
11	0	0	1	0	513	505	0	516	38	0
12	0	0	1	0	517	538	0	513	38	0
13	0	0	1	0	517	506	0	515	39	0
14	0	0	1	0	517	514	0	522	38	0
15	0	0	1	0	518	518	0	511	38	0
0	0	0	1	0	514	504	0	515	38	0
1	0	0	1	0	514	511	0	508	38	0
2	0	0	1	0	516	512	0	516	38	0
3	0	0	1	0	516	522	0	515	38	0
4	0	0	1	0	520	503	0	512	38	0
5	0	0	1	0	515	496	0	507	38	0
6	0	0	1	0	519	490	0	515	38	0
7	0	0	1	0	514	461	0	510	38	0
8	0	0	1	0	514	646	0	524	38	0
9	0	0	1	0	517	846	0	510	38	0
10	0	0	1	0	513	761	0	515	38	0
11	0	0	1	0	515	455	0	515	38	0
12	0	0	1	0	513	430	0	515	38	0
13	0	0	1	0	513	447	0	507	38	0
14	0	0	1	0	511	524	0	508	38	0
15	0	0	1	0	521	470	0	519	38	0
0	0	0	1	0	514	483	0	514	38	0
1	0	0	1	0	506	514	0	518	38	0
2	0	0	1	0	513	498	0	513	38	0
3	0	0	1	0	521	503	0	518	38	0
4	0	0	1	0	520	518	0	516	38	0
5	0	0	1	0	515	519	0	511	38	0
6	0	0	1	0	518	515	0	516	39	0
7	0	0	1	0	518	538	0	513	39	0
8	0	0	1	0	515	535	0	515	38	0
9	0	0	1	0	516	532	0	517	38	0
10	0	0	1	0	506	580	0	508	38	0
11	0	0	1	0	513	569	0	513	38	0
12	0	0	1	0	516	535	0	516	38	0
13	0	0	1	0	516	616	0	518	38	0
14	0	0	1	0	515	606	0	507	38	0
15	0	0	1	0	522	616	0	515	38	0
0	0	0	1	0	515	572	0	515	38	0
1	0	0	1	0	515	585	0	517	38	0
2	0	0	1	0	512	590	0	519	38	0
3	0	0	1	0	519	533	0	513	38	0
4	0	0	1	0	516	527	0	511	38	0
5	0	0	1	0	519	516	0	515	38	0
6	0	0	1	0	513	486	0	514	38	0
7	0	0	1	0	517	483	0	519	38	0
8	0	0	1	0	514	499	0	518	38	0
9	0	0	1	0	512	490	0	513	38	0
10	0	0	1	0	513	546	0	514	38	0
11	0	0	1	0	517	539	0	516	38	0
12	0	0	1	0	517	507	0	515	38	0
13	0	0	1	0	518	505	0	516	38	0
14	0	0	1	0	517	537	0	519	38	0
15	0	0	1	0	515	514	0	515	38	0
0	0	0	1	0	515	536	0	514	38	0
1	0	0	1	0	515	515	0	510	38	0
2	0	0	1	0	520	516	0	515	38	0
3	0	0	1	0	518	532	0	520	38	0
4	0	0	1	0	515	533	0	510	38	0
5	0	0	1	0	516	516	0	513	38	0
6	0	0	1	0	515	510	0	512	38	0
7	0	0	1	0	513	512	0	515	38	0
8	0	0	1	0	517	513	0	520	38	0
9	0	0	1	0	512	511	0	517	38	0
10	0	0	1	0	523	521	0	518	38	0
11	0	0	1	0	515	506	0	512	38	0
12	0	0	1	0	512	532	0	523	38	0
13	0	0	1	0	515	501	0	508	38	0
14	0	0	1	0	520	508	0	503	38	0
15	0	0	1	0	515	478	0	519	38	0
0	0	0	1	0	515	498	0	517	38	0
1	0	0	1	0	520	532	0	523	38	0
2	0	0	1	0	514	515	0	516	38	0
3	0	0	1	0	513	467	0	505	38	0
4	0	0	1	0	514	507	0	512	38	0
5	0	0	1	0	514	504	0	515	38	0
6	0	0	1	0	521	438	0	515	38	0
7	0	0	1	0	513	524	0	514	38	0
8	0	0	1	0	511	724	0	514	38	0
9	0	0	1	0	520	879	0	510	38	0
10	0	0	1	0	519	649	0	510	38	0
11	0	0	1	0	515	407	0	505	38	0
12	0	0	1	0	510	484	0	512	38	0
13	0	0	1	0	513	543	0	512	38	0
14	0	0	1	0	515	579	0	510	38	0
15	0	0	1	0	524	560	0	526	38	0
0	0	0	1	0	513	588	0	513	38	0
1	0	0	1	0	511	567	0	521	38	0
2	0	0	1	0	512	565	0	513	39	0
3	0	0	1	0	517	575	0	519	38	0
4	0	0	1	0	520	541	0	518	38	0
5	0	0	1	0	515	561	0	514	38	0
6	0	0	1	0	511	571	0	510	38	0
7	0	0	1	0	517	541	0	515	38	0
8	0	0	1	0	516	583	0	511	38	0
9	0	0	1	0	523	528	0	509	38	0
10	0	0	1	0	507	536	0	509	38	0
11	0	0	1	0	518	566	0	521	38	0
12	0	0	1	0	520	563	0	510	38	0
13	0	0	1	0	519	578	0	511	38	0
14	0	0	1	0	516	589	0	512	38	0
15	0	0	1	0	516	551	0	517	38	0
0	0	0	1	0	512	565	0	514	38	0
1	0	0	1	0	515	553	0	513	38	0
2	0	0	1	0	510	507	0	517	38	0
3	0	0	1	0	513	494	0	515	38	0
4	0	0	1	0	516	467	0	513	38	0
5	0	0	1	0	522	438	0	511	38	0
6	0	0	1	0	521	477	0	508	38	0
7	0	0	1	0	505	414	0	511	38	0
8	0	0	1	0	519	423	0	515	38	0
9	0	0	1	0	512	478	0	521	38	0
10	0	0	1	0	508	443	0	512	38	0
11	0	0	1	0	514	480	0	503	38	0
12	0	0	1	0	520	490	0	512	38	0
13	0	0	1	0	515	486	0	509	38	0
14	0	0	1	0	514	456	0	514	38	0
15	0	0	1	0	510	479	0	512	38	0
0	0	0	1	0	515	513	0	506	38	0
1	0	0	1	0	518	496	0	516	38	0
2	0	0	1	0	520	491	0	514	38	0
3	0	0	1	0	514	509	0	519	39	0
4	0	0	1	0	516	512	0	512	38	0
5	0	0	1	0	514	495	0	512	39	0
6	0	0	1	0	511	519	0	513	38	0
7	0	0	1	0	520	516	0	514	38	0
8	0	0	1	0	511	519	0	509	38	0
9	0	0	1	0	516	504	0	524	38	0
10	0	0	1	0	520	575	0	514	38	0
11	0	0	1	0	511	510	0	519	38	0
12	0	0	1	0	517	539	0	520	38	0
13	0	0	1	0	517	501	0	516	38	0
14	0	0	1	0	519	542	0	523	38	0
15	0	0	1	0	516	517	0	507	38	0
0	0	0	1	0	517	532	0	509	38	0
1	0	0	1	0	511	497	0	509	38	0
2	0	0	1	0	515	512	0	519	39	0
3	0	0	1	0	511	520	0	519	39	0
4	0	0	1	0	522	554	0	517	38	0
5	0	0	1	0	514	523	0	516	38	0
6	0	0	1	0	515	521	0	511	38	0
7	0	0	1	0	518	521	0	512	38	0
8	0	0	1	0	517	478	0	512	38	0
9	0	0	1	0	517	662	0	510	38	0
10	0	0	1	0	513	893	0	509	38	0
11	0	0	1	0	516	795	0	514	38	0
12	0	0	1	0	509	473	0	512	38	0
13	0	0	1	0	515	366	0	513	38	0
14	0	0	1	0	513	479	0	515	38	0
15	0	0	1	0	518	496	0	515	38	0
0	0	0	1	0	518	496	0	511	38	0
1	0	0	1	0	508	508	0	508	38	0
2	0	0	1	0	511	526	0	515	38	0
3	0	0	1	0	519	502	0	518	38	0
4	0	0	1	0	514	520	0	510	38	0
5	0	0	1	0	518	490	0	512	38	0
6	0	0	1	0	510	472	0	513	38	0
7	0	0	1	0	512	536	0	513	38	0
8	0	0	1	0	513	496	0	508	38	0
9	0	0	1	0	521	492	0	515	38	0
10	0	0	1	0	511	540	0	518	38	0
11	0	0	1	0	510	524	0	520	38	0
12	0	0	1	0	512	495	0	518	38	0
13	0	0	1	0	509	524	0	515	38	0
14	0	0	1	0	521	535	0	510	38	0
15	0	0	1	0	513	588	0	510	38	0
0	0	0	1	0	520	524	0	515	38	0
1	0	0	1	0	514	549	0	519	38	0
2	0	0	1	0	519	492	0	515	38	0
3	0	0	1	0	517	524	0	519	39	0
4	0	0	1	0	519	499	0	519	38	0
5	0	0	1	0	519	486	0	520	38	0
6	0	0	1	0	516	454	0	515	39	0
7	0	0	1	0	514	426	0	520	39	0
8	0	0	1	0	516	438	0	517	38	0
9	0	0	1	0	516	396	0	516	38	0
10	0	0	1	0	512	425	0	519	38	0
11	0	0	1	0	521	439	0	511	39	0
12	0	0	1	0	514	485	0	511	38	0
13	0	0	1	0	519	457	0	515	38	0
14	0	0	1	0	514	473	0	513	38	0
15	0	0	1	0	512	493	0	513	38	0
0	0	0	1	0	514	466	0	516	38	0
1	0	0	1	0	509	499	0	518	38	0
2	0	0	1	0	515	496	0	519	38	0
3	0	0	1	0	515	498	0	518	38	0
4	0	0	1	0	521	466	0	520	38	0
5	0	0	1	0	519	495	0	519	38	0
6	0	0	1	0	517	509	0	518	38	0
7	0	0	1	0	515	496	0	518	38	0
8	0	0	1	0	511	536	0	518	38	0
9	0	0	1	0	517	473	0	513	38	0
10	0	0	1	0	519	508	0	512	38	0
11	0	0	1	0	510	456	0	520	39	0
12	0	0	1	0	516	461	0	519	38	0
13	0	0	1	0	516	460	0	516	38	0
14	0	0	1	0	519	501	0	513	38	0
15	0	0	1	0	515	453	0	518	38	0
0	0	0	1	0	515	536	0	511	39	0
1	0	0	1	0	517	475	0	513	38	0
2	0	0	1	0	515	463	0	516	38	0
3	0	0	1	0	511	486	0	519	39	0
4	0	0	1	0	513	466	0	515	38	0
5	0	0	1	0	515	394	0	515	38	0
6	0	0	1	0	513	539	0	514	38	0
7	0	0	1	0	514	759	0	516	38	0
8	0	0	1	0	523	795	0	508	38	0
9	0	0	1	0	515	457	0	513	38	0
10	0	0	1	0	516	389	0	518	38	0
11	0	0	1	0	515	404	0	510	38	0
12	0	0	1	0	518	450	0	516	38	0
13	0	0	1	0	518	422	0	510	38	0
14	0	0	1	0	511	455	0	512	38	0
15	0	0	1	0	512	431	0	513	38	0
0	0	0	1	0	523	478	0	516	38	0
1	0	0	1	0	515	464	0	511	38	0
2	0	0	1	0	517	463	0	519	38	0
3	0	0	1	0	512	493	0	516	38	0
4	0	0	1	0	519	499	0	510	38	0
5	0	0	1	0	513	503	0	512	38	0
6	0	0	1	0	522	502	0	512	38	0
7	0	0	1	0	514	521	0	515	38	0
8	0	0	1	0	515	498	0	512	38	0
9	0	0	1	0	513	557	0	513	38	0
10	0	0	1	0	512	552	0	513	38	0
11	0	0	1	0	517	551	0	517	38	0
12	0	0	1	0	515	592	0	512	38	0
13	0	0	1	0	523	578	0	514	38	0
14	0	0	1	0	517	610	0	508	38	0
15	0	0	1	0	518	562	0	513	38	0
0	0	0	1	0	514	541	0	512	38	0
1	0	0	1	0	515	537	0	518	38	0
2	0	0	1	0	516	507	0	511	38	0
3	0	0	1	0	519	459	0	510	38	0
4	0	0	1	0	513	475	0	517	38	0
5	0	0	1	0	527	404	0	514	38	0
6	0	0	1	0	521	458	0	510	38	0
7	0	0	1	0	520	437	0	509	38	0
8	0	0	1	0	519	463	0	512	38	0
9	0	0	1	0	512	455	0	514	38	0
10	0	0	1	0	515	466	0	520	38	0
11	0	0	1	0	520	438	0	514	38	0
12	0	0	1	0	515	463	0	513	38	0
13	0	0	1	0	513	503	0	505	38	0
14	0	0	1	0	520	484	0	515	38	0
15	0	0	1	0	515	467	0	514	38	0
0	0	0	1	0	519	472	0	510	38	0
1	0	0	1	0	512	476	0	509	39	0
2	0	0	1	0	517	454	0	511	39	0
3	0	0	1	0	521	480	0	511	38	0
4	0	0	1	0	518	475	0	508	38	0
5	0	0	1	0	511	493	0	509	38	0
6	0	0	1	0	515	537	0	519	38	0
7	0	0	1	0	514	495	0	512	38	0
8	0	0	1	0	522	484	0	513	38	0
9	0	0	1	0	507	494	0	512	38	0
10	0	0	1	0	514	522	0	515	38	0
11	0	0	1	0	516	488	0	518	38	0
12	0	0	1	0	522	513	0	514	38	0
13	0	0	1	0	515	503	0	516	38	0
14	0	0	1	0	516	499	0	515	38	0
15	0	0	1	0	515	487	0	517	39	0
0	0	0	1	0	525	499	0	515	38	0
1	0	0	1	0	511	471	0	512	38	0
2	0	0	1	0	515	425	0	514	38	0
3	0	0	1	0	513	484	0	513	38	0
4	0	0	1	0	523	729	0	514	38	0
5	0	0	1	0	512	880	0	519	38	0
6	0	0	1	0	518	622	0	518	38	0
7	0	0	1	0	515	370	0	515	38	0
8	0	0	1	0	513	398	0	515	38	0
9	0	0	1	0	522	416	0	516	38	0
10	0	0	1	0	515	502	0	515	38	0
11	0	0	1	0	520	446	0	512	38	0
12	0	0	1	0	517	451	0	515	38	0
13	0	0	1	0	514	464	0	511	38	0
14	0	0	1	0	515	486	0	515	38	0
15	0	0	1	0	520	474	0	517	38	0
0	0	0	1	0	511	487	0	514	38	0
1	0	0	1	0	518	527	0	512	38	0
2	0	0	1	0	519	476	0	517	38	0
3	0	0	1	0	511	528	0	519	38	0
4	0	0	1	0	511	517	0	516	38	0
5	0	0	1	0	520	531	0	514	38	0
6	0	0	1	0	514	572	0	515	38	0
7	0	0	1	0	520	548	0	512	38	0
8	0	0	1	0	518	556	0	509	38	0
9	0	0	1	0	511	571	0	516	38	0
10	0	0	1	0	512	592	0	511	38	0
11	0	0	1	0	505	566	0	518	38	0
12	0	0	1	0	512	552	0	516	38	0
13	0	0	1	0	509	568	0	515	38	0
14	0	0	1	0	518	529	0	512	38	0
15	0	0	1	0	513	480	0	504	38	0
0	0	0	1	0	514	471	0	518	38	0
1	0	0	1	0	516	435	0	511	38	0
2	0	0	1	0	524	456	0	514	38	0
3	0	0	1	0	514	433	0	515	38	0
4	0	0	1	0	515	465	0	515	38	0
5	0	0	1	0	517	453	0	516	38	0
6	0	0	1	0	519	432	0	515	38	0
7	0	0	1	0	511	438	0	514	38	0
8	0	0	1	0	508	465	0	513	38	0
9	0	0	1	0	511	474	0	506	39	0
10	0	0	1	0	509	480	0	507	38	0
11	0	0	1	0	515	451	0	511	39	0
12	0	0	1	0	513	466	0	515	38	0
13	0	0	1	0	519	482	0	515	39	0
14	0	0	1	0	513	517	0	516	38	0
15	0	0	1	0	511	480	0	507	38	0
0	0	0	1	0	516	514	0	529	38	0
1	0	0	1	0	515	483	0	515	38	0
2	0	0	1	0	517	521	0	510	38	0
